// General information: 
//  MT Manager version: 2019.2.0 
//  XDA version: 2019.2.0 build 3853 rev 94535 built on 2019-09-09
// Device information: 
//  DeviceId: 00B44113
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.3.5
//  Hardware Version: 1.1.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	Acc_X	Acc_Y	Acc_Z	Gyr_X	Gyr_Y	Gyr_Z
52480	9.833141	0.193429	-0.077235	0.005906	0.002599	-0.003002
52481	9.832082	0.226831	-0.060017	0.005358	0.002450	-0.004253
52482	9.835807	0.217632	-0.068008	0.005934	0.002571	-0.003619
52483	9.840420	0.207465	-0.085666	0.005934	0.002571	-0.003619
52484	9.835773	0.219548	-0.066741	0.005900	0.003118	-0.004887
52485	9.834869	0.221390	-0.056535	0.006087	0.001393	-0.002932
52486	9.843053	0.232845	-0.075922	0.005928	0.003089	-0.005503
52487	9.835715	0.222641	-0.065048	0.005330	0.002478	-0.003638
52488	9.835698	0.223513	-0.064598	0.006719	0.001458	-0.003530
52489	9.839434	0.214295	-0.072620	0.006475	0.003239	-0.004253
52490	9.838532	0.215993	-0.062323	0.005969	0.002025	-0.002352
52491	9.841187	0.214017	-0.090914	0.006025	0.001968	-0.003584
52492	9.828126	0.222041	-0.082248	0.006328	0.003899	-0.003057
52493	9.842048	0.239815	-0.062003	0.006447	0.003267	-0.003637
52494	9.842033	0.240627	-0.061244	0.005815	0.003203	-0.003040
52495	9.840251	0.218059	-0.078474	0.006179	0.000791	-0.002897
52496	9.832925	0.207386	-0.067938	0.005365	0.001932	-0.002371
52497	9.843098	0.210154	-0.076599	0.005422	0.001875	-0.003603
52498	9.838423	0.222114	-0.057853	0.005935	0.002571	-0.003621
52499	9.850379	0.223375	-0.085650	0.005900	0.003116	-0.004889
52500	9.846780	0.227984	-0.046178	0.005815	0.003203	-0.003041
52501	9.838372	0.224927	-0.055661	0.007655	0.003455	-0.003602
52502	9.846567	0.236108	-0.074931	0.007205	0.002184	-0.002932
52503	9.833726	0.212395	-0.073184	0.005815	0.003203	-0.003041
52504	9.838146	0.233923	-0.083827	0.005901	0.003116	-0.004890
52505	9.834599	0.213251	-0.081356	0.006362	0.003355	-0.001791
52506	9.842976	0.217853	-0.070476	0.006055	0.001939	-0.004201
52507	9.843857	0.218035	-0.079641	0.005992	0.002513	-0.004854
52508	9.839151	0.230411	-0.060617	0.006351	0.004386	-0.005561
52509	9.833631	0.218158	-0.068896	0.005849	0.002659	-0.001773
52510	9.843815	0.220699	-0.077384	0.005274	0.002536	-0.002408
52511	9.851114	0.232716	-0.087008	0.007747	0.002853	-0.003566
52512	9.843959	0.215674	-0.045850	0.005787	0.003233	-0.002426
52513	9.823395	0.218885	-0.057179	0.005964	0.002542	-0.004238
52514	9.851076	0.235141	-0.084800	0.005633	0.004409	-0.003116
52515	9.840868	0.234000	-0.074885	0.005964	0.002542	-0.004238
52516	9.831560	0.232140	-0.074883	0.005993	0.002512	-0.004855
52517	9.838219	0.213789	-0.081792	0.006147	0.001336	-0.004165
52518	9.840182	0.206344	-0.070421	0.005815	0.003204	-0.003043
