// General information: 
//  MT Manager version: 2019.2.0 
//  XDA version: 2019.2.0 build 3853 rev 94535 built on 2019-09-09
// Device information: 
//  DeviceId: 00B44058
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.3.5
//  Hardware Version: 1.1.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	Acc_X	Acc_Y	Acc_Z	Gyr_X	Gyr_Y	Gyr_Z
00000	9.751924	-0.050761	-0.752621	0.001378	-0.002255	0.007472
00001	9.790406	-0.097230	-0.750539	-0.003198	0.000326	0.008155
00002	9.796342	-0.080703	-0.766598	-0.001174	0.002937	0.007127
00003	9.742719	-0.071180	-0.701757	-0.001353	0.001845	0.004249
00004	9.742732	-0.071716	-0.701515	-0.002796	0.003145	0.007058
00005	9.719204	-0.066207	-0.703433	-0.001665	-0.000428	0.006785
00006	9.739452	-0.074332	-0.666918	-0.002817	0.002827	0.010486
00007	9.772853	-0.078136	-0.767719	-0.003018	0.001417	0.011034
00008	9.763620	-0.097301	-0.717125	-0.003376	-0.000765	0.005277
00009	9.778159	-0.047257	-0.731319	0.000449	0.002727	0.007197
00010	9.776146	-0.078885	-0.801818	-0.001643	-0.000110	0.003358
00011	9.796393	-0.086538	-0.765316	-0.004596	0.002263	0.004110
00012	9.774904	-0.049501	-0.696416	-0.002662	0.004328	0.001643
00013	9.742158	-0.061982	-0.647594	-0.002974	0.002054	0.004180
00014	9.723955	-0.023830	-0.613065	-0.001040	0.004119	0.001713
00015	9.736511	-0.004235	-0.697645	-0.002931	0.002692	-0.002675
00016	9.817003	-0.019307	-0.794257	-0.004485	0.003128	0.002122
00017	9.811091	-0.036541	-0.777609	-0.000817	0.005848	-0.002263
00018	9.748882	-0.059615	-0.714378	-0.000817	0.005848	-0.002262
00019	9.783707	-0.015950	-0.691613	-0.003949	0.007131	-0.004389
00020	9.781772	-0.046326	-0.761494	-0.003815	0.008314	-0.009804
00021	9.787138	-0.012968	-0.724234	-0.000056	0.011580	-0.012749
00022	9.805072	0.039936	-0.771698	-0.004944	0.011888	-0.009530
00023	9.645433	0.041028	-0.682019	-0.005547	0.007658	-0.007886
00024	9.707901	-0.101100	-0.662681	-0.002217	0.007053	0.008841
00025	9.703653	-0.163156	-0.508367	-0.002484	0.005418	0.004523
00026	9.714888	-0.114069	-0.487923	-0.001354	0.001844	0.004249
00027	9.727774	-0.019287	-0.639570	-0.001598	0.000528	-0.003497
00028	9.804023	-0.006320	-0.892116	-0.001846	-0.001521	0.003905
00029	9.902540	-0.135567	-0.956295	-0.006242	0.002151	0.007466
00030	9.756391	-0.145759	-0.762244	0.002157	0.003062	0.008708
00031	9.751039	-0.102633	-0.569916	-0.003903	0.007037	0.003905
00032	9.617792	-0.017410	-0.527601	-0.001823	-0.001201	0.000478
00033	9.716231	0.019106	-0.672983	-0.002976	0.002053	0.004179
00034	9.775899	0.025707	-0.753697	-0.001780	-0.001295	0.008772
00035	9.835246	-0.043282	-0.767541	0.000423	0.002405	0.010626
00036	9.778238	-0.035138	-0.668326	-0.002684	0.004008	0.005071
00037	9.758751	-0.043140	-0.756857	-0.006016	0.003882	0.003491
00038	9.791589	-0.031201	-0.805095	0.001800	0.000881	0.002950
00039	9.764068	-0.011736	-0.720019	-0.004127	0.005307	0.007881
00040	9.757432	-0.014879	-0.650987	0.001955	0.001650	0.009256
00041	9.703730	-0.005398	-0.586296	-0.001443	0.001299	0.002809
00042	9.766386	-0.072563	-0.634401	-0.003064	0.001509	0.002739
00043	9.714429	-0.017473	-0.741594	-0.003177	0.000644	0.004727
00044	9.777087	-0.085087	-0.789610	-0.000996	0.004024	0.010009
00045	9.776410	-0.071151	-0.736845	-0.003021	0.001414	0.011034
00046	9.859231	-0.146201	-0.748589	0.000066	0.000225	0.004867
00047	9.774490	-0.103173	-0.806965	-0.006917	0.009187	-0.000209
00048	9.732092	-0.043735	-0.721641	0.000673	0.004454	0.003225
00049	9.650839	-0.014170	-0.571976	-0.001174	0.002934	0.007129
