// General information: 
//  MT Manager version: 2019.2.0 
//  XDA version: 2019.2.0 build 3853 rev 94535 built on 2019-09-09
// Device information: 
//  DeviceId: 00B44058
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.3.5
//  Hardware Version: 1.1.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	Acc_X	Acc_Y	Acc_Z	Gyr_X	Gyr_Y	Gyr_Z	Mat[1][1]	Mat[2][1]	Mat[3][1]	Mat[1][2]	Mat[2][2]	Mat[3][2]	Mat[1][3]	Mat[2][3]	Mat[3][3]
29131	0.122632	0.069490	9.706261	-0.003414	0.000965	0.008016	1.000000	0.000124	-0.000663	-0.000124	1.000000	0.000029	0.000663	-0.000029	1.000000
29132	0.142010	0.094555	9.718918	-0.003692	0.004624	0.005719	1.000000	0.000113	-0.000677	-0.000113	1.000000	0.000020	0.000677	-0.000020	1.000000
29133	0.146005	0.072742	9.708278	-0.001990	0.003269	0.005440	1.000000	0.000081	-0.000679	-0.000081	1.000000	0.000029	0.000679	-0.000029	1.000000
29134	0.141403	0.104981	9.697054	-0.000432	0.003045	0.006996	1.000000	0.000083	-0.000678	-0.000083	1.000000	0.000052	0.000678	-0.000052	1.000000
29135	0.173816	0.054767	9.699645	-0.003554	0.002794	0.006867	1.000000	0.000095	-0.000676	-0.000095	1.000000	0.000043	0.000676	-0.000043	1.000000
29136	0.140728	0.093654	9.718945	-0.002136	0.004051	0.008767	1.000000	0.000115	-0.000685	-0.000115	1.000000	0.000049	0.000685	-0.000049	1.000000
29137	0.144861	0.071842	9.708301	-0.003415	0.000965	0.008015	1.000000	0.000120	-0.000663	-0.000120	1.000000	0.000040	0.000663	-0.000040	1.000000
29138	0.149116	0.050046	9.697654	-0.001852	0.001439	0.006588	1.000000	0.000118	-0.000646	-0.000118	1.000000	0.000049	0.000646	-0.000049	1.000000
29139	0.139914	0.092816	9.718965	-0.003968	0.008284	0.003422	1.000000	0.000092	-0.000698	-0.000092	1.000000	0.000036	0.000698	-0.000036	1.000000
29140	0.167938	0.085635	9.688458	-0.003416	0.000965	0.008015	1.000000	0.000105	-0.000676	-0.000105	1.000000	0.000029	0.000676	-0.000029	1.000000
29141	0.163088	0.085120	9.742870	-0.003835	0.005756	0.007553	1.000000	0.000099	-0.000700	-0.000099	1.000000	0.000017	0.000700	-0.000017	1.000000
29142	0.147619	0.059581	9.675810	-0.001853	0.001439	0.006588	1.000000	0.000097	-0.000683	-0.000097	1.000000	0.000026	0.000683	-0.000026	1.000000
29143	0.138608	0.091528	9.718996	-0.003554	0.002795	0.006867	1.000000	0.000112	-0.000682	-0.000112	1.000000	0.000017	0.000682	-0.000017	1.000000
29144	0.142874	0.080567	9.686473	-0.001856	0.001089	0.008080	1.000000	0.000125	-0.000661	-0.000125	1.000000	0.000026	0.000661	-0.000026	1.000000
29145	0.162142	0.084009	9.742895	-0.003549	0.003493	0.003883	1.000000	0.000118	-0.000664	-0.000118	1.000000	0.000017	0.000664	-0.000017	1.000000
29146	0.137920	0.101543	9.697141	-0.002134	0.004400	0.007275	1.000000	0.000123	-0.000677	-0.000123	1.000000	0.000023	0.000677	-0.000023	1.000000
