// General information: 
//  MT Manager version: 2019.2.0 
//  XDA version: 2019.2.0 build 3853 rev 94535 built on 2019-09-09
// Device information: 
//  DeviceId: 00B43F80
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.3.5
//  Hardware Version: 1.1.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	Acc_X	Acc_Y	Acc_Z	Gyr_X	Gyr_Y	Gyr_Z	Mat[1][1]	Mat[2][1]	Mat[3][1]	Mat[1][2]	Mat[2][2]	Mat[3][2]	Mat[1][3]	Mat[2][3]	Mat[3][3]
28840	9.522747	-0.466123	2.206621	0.003688	-0.000214	0.006154	0.225148	0.048874	0.973098	-0.017842	0.998780	-0.046036	-0.974161	-0.006997	0.225746
28841	9.532972	-0.434199	2.200312	0.003444	-0.001482	0.005056	0.225143	0.048867	0.973100	-0.017837	0.998781	-0.046030	-0.974162	-0.006994	0.225740
28842	9.532975	-0.434559	2.200228	0.006312	-0.000736	0.004755	0.225144	0.048859	0.973100	-0.017862	0.998781	-0.046015	-0.974162	-0.007022	0.225742
28843	9.527971	-0.464481	2.230077	0.000819	-0.000959	0.006455	0.225145	0.048866	0.973099	-0.017839	0.998781	-0.046029	-0.974162	-0.006996	0.225742
28844	9.538664	-0.460299	2.176711	0.003687	-0.000213	0.006155	0.225151	0.048872	0.973097	-0.017843	0.998781	-0.046034	-0.974161	-0.006998	0.225748
28845	9.543878	-0.457893	2.200375	0.003687	-0.000213	0.006155	0.225156	0.048877	0.973096	-0.017830	0.998780	-0.046041	-0.974160	-0.006984	0.225753
28846	9.500764	-0.425359	2.205893	0.003930	0.001055	0.007254	0.225174	0.048893	0.973091	-0.017839	0.998780	-0.046056	-0.974155	-0.006988	0.225771
28847	9.511685	-0.447685	2.206152	0.003443	-0.001482	0.005057	0.225164	0.048890	0.973093	-0.017845	0.998780	-0.046052	-0.974157	-0.006995	0.225762
28848	9.543808	-0.459412	2.200364	0.003686	-0.000213	0.006155	0.225170	0.048896	0.973092	-0.017848	0.998779	-0.046057	-0.974156	-0.006997	0.225767
28849	9.527841	-0.467521	2.230000	0.001802	-0.000468	0.005044	0.225168	0.048890	0.973093	-0.017824	0.998780	-0.046056	-0.974157	-0.006974	0.225765
28850	9.527828	-0.467961	2.229964	0.001802	-0.000468	0.005045	0.225171	0.048885	0.973092	-0.017806	0.998780	-0.046055	-0.974157	-0.006957	0.225767
28851	9.500682	-0.427716	2.205789	0.002045	0.000800	0.006143	0.225187	0.048890	0.973088	-0.017794	0.998780	-0.046063	-0.974153	-0.006942	0.225783
28852	9.532812	-0.439355	2.199982	0.007708	-0.003018	0.003671	0.225166	0.048871	0.973094	-0.017831	0.998781	-0.046035	-0.974157	-0.006986	0.225763
28853	9.549002	-0.458608	2.223788	0.003685	-0.000212	0.006156	0.225168	0.048877	0.973093	-0.017833	0.998780	-0.046041	-0.974157	-0.006987	0.225765
28854	9.527158	-0.415311	2.223063	0.002955	-0.004018	0.002860	0.225137	0.048850	0.973102	-0.017822	0.998782	-0.046015	-0.974164	-0.006983	0.225733
28855	9.522588	-0.473021	2.205840	-0.001321	0.002104	0.010053	0.225162	0.048896	0.973094	-0.017787	0.998780	-0.046071	-0.974159	-0.006935	0.225757
28856	9.511161	-0.424149	2.252693	0.004425	-0.000992	0.003646	0.225160	0.048877	0.973095	-0.017792	0.998781	-0.046050	-0.974159	-0.006944	0.225755
28857	9.538519	-0.466374	2.176056	0.002214	-0.003239	0.005371	0.225135	0.048875	0.973101	-0.017784	0.998781	-0.046051	-0.974165	-0.006938	0.225730
28858	9.538112	-0.439127	2.222860	0.005082	-0.002494	0.005070	0.225119	0.048870	0.973105	-0.017799	0.998781	-0.046042	-0.974169	-0.006955	0.225714
28859	9.516930	-0.450069	2.228728	0.001801	-0.000467	0.005045	0.225127	0.048868	0.973103	-0.017779	0.998781	-0.046044	-0.974167	-0.006936	0.225721
28860	9.532875	-0.442986	2.198978	0.004341	-0.001714	0.007581	0.225117	0.048888	0.973104	-0.017793	0.998780	-0.046061	-0.974169	-0.006945	0.225713
28861	9.532866	-0.443553	2.198904	0.003684	-0.000212	0.006157	0.225121	0.048892	0.973103	-0.017795	0.998780	-0.046065	-0.974168	-0.006946	0.225716
28862	9.516910	-0.451620	2.228500	0.003441	-0.001480	0.005058	0.225114	0.048887	0.973105	-0.017794	0.998780	-0.046060	-0.974170	-0.006946	0.225710
28863	9.511678	-0.454835	2.204719	0.002540	-0.001247	0.002536	0.225107	0.048857	0.973108	-0.017785	0.998782	-0.046032	-0.974172	-0.006944	0.225702
28864	9.538098	-0.441780	2.222392	0.003927	0.001058	0.007256	0.225125	0.048874	0.973103	-0.017793	0.998781	-0.046048	-0.974167	-0.006948	0.225720
28865	9.532825	-0.445239	2.198740	0.005324	-0.001225	0.006170	0.225120	0.048877	0.973104	-0.017811	0.998781	-0.046046	-0.974168	-0.006966	0.225716
28866	9.538078	-0.442833	2.222270	0.002456	-0.001968	0.006471	0.225109	0.048886	0.973106	-0.017803	0.998780	-0.046057	-0.974171	-0.006956	0.225705
28867	9.538088	-0.443240	2.222144	0.004424	-0.000991	0.003647	0.225108	0.048865	0.973108	-0.017792	0.998781	-0.046038	-0.974171	-0.006950	0.225703
28868	9.484803	-0.442808	2.233680	0.002212	-0.003237	0.005373	0.225084	0.048863	0.973113	-0.017779	0.998781	-0.046039	-0.974177	-0.006938	0.225679
28869	9.581159	-0.477230	2.216359	0.003683	-0.000211	0.006158	0.225089	0.048869	0.973112	-0.017772	0.998781	-0.046047	-0.974176	-0.006929	0.225684
28870	9.495092	-0.411385	2.227186	0.003439	-0.001480	0.005059	0.225083	0.048864	0.973114	-0.017770	0.998781	-0.046042	-0.974178	-0.006929	0.225677
28871	9.532884	-0.447868	2.197952	0.003439	-0.001479	0.005060	0.225075	0.048856	0.973116	-0.017772	0.998782	-0.046034	-0.974179	-0.006933	0.225669
28872	9.500765	-0.437005	2.203610	0.003683	-0.000210	0.006158	0.225081	0.048862	0.973114	-0.017776	0.998781	-0.046040	-0.974178	-0.006935	0.225675
28873	9.527196	-0.424222	2.221216	0.001714	-0.001186	0.008982	0.225073	0.048897	0.973114	-0.017768	0.998780	-0.046077	-0.974180	-0.006920	0.225667
28874	9.511639	-0.460163	2.203782	0.003682	-0.000210	0.006159	0.225078	0.048903	0.973113	-0.017772	0.998780	-0.046083	-0.974179	-0.006922	0.225673
28875	9.553608	-0.411949	2.238815	0.003682	-0.000210	0.006159	0.225085	0.048909	0.973111	-0.017773	0.998779	-0.046088	-0.974177	-0.006921	0.225680
28876	9.517275	-0.485795	2.180315	0.006062	-0.002005	0.003661	0.225074	0.048890	0.973114	-0.017794	0.998780	-0.046064	-0.974179	-0.006948	0.225669
28877	9.505352	-0.382427	2.220421	0.003682	-0.000210	0.006159	0.225079	0.048896	0.973113	-0.017789	0.998780	-0.046071	-0.974178	-0.006942	0.225674
28878	9.554226	-0.467473	2.245100	0.001469	-0.002454	0.007885	0.225062	0.048919	0.973116	-0.017775	0.998779	-0.046098	-0.974182	-0.006922	0.225657
28879	9.505950	-0.437668	2.226840	0.002127	0.001525	0.002210	0.225084	0.048885	0.973112	-0.017762	0.998780	-0.046066	-0.974177	-0.006915	0.225678
28880	9.505947	-0.438012	2.226785	0.004093	-0.002980	0.006486	0.225062	0.048894	0.973117	-0.017770	0.998780	-0.046074	-0.974182	-0.006923	0.225657
28881	9.522501	-0.485175	2.203575	0.005564	0.000046	0.007271	0.225072	0.048910	0.973114	-0.017791	0.998779	-0.046085	-0.974180	-0.006940	0.225668
28882	9.543083	-0.420909	2.191011	0.002782	0.000023	0.003636	0.225081	0.048890	0.973113	-0.017780	0.998780	-0.046068	-0.974178	-0.006933	0.225675
28883	9.548899	-0.472582	2.221303	0.002041	0.000805	0.006146	0.225094	0.048895	0.973110	-0.017755	0.998780	-0.046078	-0.974175	-0.006906	0.225687
28884	9.473796	-0.428487	2.232350	0.006715	-0.003506	0.005088	0.225067	0.048890	0.973116	-0.017786	0.998780	-0.046066	-0.974181	-0.006940	0.225662
28885	9.564877	-0.465922	2.191329	0.000813	-0.000951	0.006461	0.225065	0.048899	0.973116	-0.017749	0.998780	-0.046084	-0.974182	-0.006900	0.225658
28886	9.521846	-0.433331	2.196778	0.003924	0.001061	0.007259	0.225082	0.048916	0.973111	-0.017758	0.998779	-0.046099	-0.974178	-0.006904	0.225676
28887	9.537975	-0.452640	2.220734	0.002538	-0.001246	0.002538	0.225077	0.048886	0.973114	-0.017744	0.998781	-0.046071	-0.974179	-0.006897	0.225670
28888	9.548850	-0.474961	2.221004	0.002939	0.000574	0.008671	0.225090	0.048917	0.973109	-0.017746	0.998779	-0.046103	-0.974176	-0.006891	0.225683
28889	9.559145	-0.443205	2.214674	0.003436	-0.001478	0.005062	0.225084	0.048910	0.973111	-0.017730	0.998780	-0.046099	-0.974178	-0.006877	0.225676
28890	9.521782	-0.435162	2.196695	0.004664	0.000279	0.004748	0.225094	0.048902	0.973109	-0.017740	0.998780	-0.046088	-0.974175	-0.006889	0.225687
28891	9.511074	-0.440160	2.249988	0.003435	-0.001478	0.005062	0.225088	0.048897	0.973111	-0.017737	0.998780	-0.046084	-0.974177	-0.006887	0.225681
28892	9.553875	-0.447262	2.190851	0.006303	-0.000735	0.004762	0.225089	0.048889	0.973111	-0.017763	0.998780	-0.046070	-0.974176	-0.006915	0.225683
28893	9.521763	-0.436312	2.196548	0.003679	-0.000208	0.006161	0.225092	0.048898	0.973110	-0.017770	0.998780	-0.046078	-0.974175	-0.006920	0.225686
28894	9.511424	-0.469059	2.202834	0.006302	-0.000735	0.004762	0.225093	0.048890	0.973110	-0.017795	0.998780	-0.046063	-0.974175	-0.006948	0.225688
28895	9.559078	-0.445388	2.214523	0.002127	0.001525	0.002210	0.225115	0.048855	0.973107	-0.017777	0.998782	-0.046031	-0.974170	-0.006937	0.225709
28896	9.505748	-0.444823	2.226286	0.005317	-0.001222	0.006175	0.225111	0.048861	0.973107	-0.017796	0.998781	-0.046033	-0.974171	-0.006955	0.225706
28897	9.527319	-0.462560	2.173202	0.003678	-0.000207	0.006162	0.225114	0.048867	0.973106	-0.017808	0.998781	-0.046037	-0.974170	-0.006965	0.225710
28898	9.526943	-0.435283	2.220158	0.003434	-0.001477	0.005064	0.225108	0.048862	0.973108	-0.017806	0.998781	-0.046032	-0.974171	-0.006965	0.225704
28899	9.511375	-0.470946	2.202645	0.005072	-0.002491	0.005078	0.225094	0.048856	0.973111	-0.017820	0.998781	-0.046023	-0.974174	-0.006981	0.225690
28900	9.521716	-0.438942	2.196228	0.002780	0.000024	0.003637	0.225102	0.048837	0.973111	-0.017809	0.998782	-0.046006	-0.974172	-0.006974	0.225698
28901	9.521876	-0.465783	2.249870	0.003678	-0.000206	0.006162	0.225105	0.048842	0.973110	-0.017806	0.998782	-0.046012	-0.974172	-0.006969	0.225700
28902	9.543062	-0.455797	2.243878	0.000157	0.000553	0.005036	0.225118	0.048837	0.973107	-0.017772	0.998783	-0.046014	-0.974169	-0.006936	0.225712
28903	9.537794	-0.459072	2.220192	0.002536	-0.001245	0.002539	0.225113	0.048808	0.973109	-0.017756	0.998784	-0.045988	-0.974171	-0.006926	0.225706
28904	9.511338	-0.472801	2.202408	0.006954	-0.002235	0.006191	0.225099	0.048814	0.973112	-0.017791	0.998784	-0.045986	-0.974173	-0.006961	0.225694
28905	9.521724	-0.440904	2.195802	0.003842	-0.004247	0.005393	0.225065	0.048813	0.973120	-0.017796	0.998784	-0.045984	-0.974181	-0.006968	0.225660
28906	9.511413	-0.473604	2.201913	0.006300	-0.000734	0.004764	0.225065	0.048805	0.973121	-0.017822	0.998784	-0.045970	-0.974181	-0.006996	0.225661
28907	9.553837	-0.453042	2.189831	0.001795	-0.000461	0.005051	0.225073	0.048799	0.973119	-0.017801	0.998784	-0.045969	-0.974179	-0.006976	0.225668
28908	9.505779	-0.449618	2.225192	0.001795	-0.000461	0.005051	0.225076	0.048794	0.973119	-0.017784	0.998785	-0.045968	-0.974179	-0.006960	0.225670
28909	9.548230	-0.429056	2.213005	0.003188	-0.002746	0.003967	0.225052	0.048777	0.973125	-0.017781	0.998785	-0.045951	-0.974184	-0.006962	0.225646
28910	9.516515	-0.445775	2.171527	0.003432	-0.001476	0.005065	0.225046	0.048771	0.973127	-0.017780	0.998786	-0.045946	-0.974186	-0.006962	0.225640
28911	9.553503	-0.426752	2.236490	0.002126	0.001526	0.002211	0.225067	0.048738	0.973124	-0.017755	0.998787	-0.045916	-0.974182	-0.006943	0.225659
28912	9.532604	-0.465479	2.195503	0.005226	-0.001936	0.010116	0.225055	0.048783	0.973124	-0.017782	0.998785	-0.045957	-0.974184	-0.006962	0.225649
28913	9.510848	-0.422453	2.194850	0.002038	0.000810	0.006149	0.225069	0.048789	0.973120	-0.017767	0.998785	-0.045967	-0.974181	-0.006944	0.225663
28914	9.553781	-0.456189	2.189422	0.003432	-0.001475	0.005066	0.225063	0.048784	0.973122	-0.017766	0.998785	-0.045962	-0.974182	-0.006944	0.225656
28915	9.500494	-0.455559	2.201020	0.006054	-0.002004	0.003667	0.225050	0.048765	0.973126	-0.017781	0.998786	-0.045938	-0.974185	-0.006965	0.225644
28916	9.510841	-0.423726	2.194636	0.002935	0.000580	0.008675	0.225063	0.048796	0.973122	-0.017783	0.998785	-0.045970	-0.974182	-0.006959	0.225657
28917	9.532529	-0.467975	2.195299	0.002779	0.000025	0.003638	0.225071	0.048776	0.973121	-0.017776	0.998786	-0.045951	-0.974180	-0.006956	0.225665
28918	9.548160	-0.433097	2.212520	0.000564	-0.002216	0.005367	0.225057	0.048774	0.973124	-0.017747	0.998786	-0.045956	-0.974184	-0.006927	0.225650
28919	9.526917	-0.443948	2.218553	0.005890	0.002037	0.004436	0.225087	0.048764	0.973118	-0.017775	0.998786	-0.045939	-0.974177	-0.006957	0.225680
28920	9.531978	-0.415060	2.188639	0.002690	-0.000689	0.007578	0.225087	0.048784	0.973117	-0.017772	0.998785	-0.045960	-0.974177	-0.006949	0.225681
28921	9.548572	-0.488708	2.219219	0.001793	-0.000460	0.005052	0.225086	0.048778	0.973117	-0.017760	0.998786	-0.045957	-0.974177	-0.006938	0.225679
28922	9.521282	-0.420564	2.241808	0.005067	-0.002490	0.005081	0.225070	0.048773	0.973121	-0.017774	0.998786	-0.045948	-0.974181	-0.006955	0.225663
28923	9.521628	-0.448805	2.194616	0.002445	-0.001959	0.006480	0.225058	0.048783	0.973123	-0.017762	0.998785	-0.045962	-0.974183	-0.006940	0.225652
