// General information: 
//  MT Manager version: 2019.2.0 
//  XDA version: 2019.2.0 build 3853 rev 94535 built on 2019-09-09
// Device information: 
//  DeviceId: 00B44058
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.3.5
//  Hardware Version: 1.1.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	Acc_X	Acc_Y	Acc_Z	Gyr_X	Gyr_Y	Gyr_Z	Mat[1][1]	Mat[2][1]	Mat[3][1]	Mat[1][2]	Mat[2][2]	Mat[3][2]	Mat[1][3]	Mat[2][3]	Mat[3][3]
28840	9.370959	-0.158138	2.641250	-0.001715	0.000119	0.006065	-0.243358	-0.117523	0.962790	0.387074	-0.921932	-0.014697	0.889354	0.369094	0.269849
28841	9.413834	-0.161442	2.664503	-0.002338	0.002678	0.006435	-0.243355	-0.117522	0.962791	0.387069	-0.921933	-0.014699	0.889357	0.369090	0.269847
28842	9.384541	-0.137576	2.618682	-0.002456	0.001428	0.007767	-0.243338	-0.117532	0.962794	0.387069	-0.921933	-0.014715	0.889361	0.369087	0.269835
28843	9.403659	-0.163831	2.631860	-0.000492	0.002558	0.005330	-0.243342	-0.117523	0.962794	0.387081	-0.921928	-0.014702	0.889355	0.369102	0.269835
28844	9.405852	-0.139939	2.630725	0.001471	0.003688	0.002893	-0.243364	-0.117497	0.962792	0.387104	-0.921919	-0.014661	0.889339	0.369133	0.269845
28845	9.396658	-0.113837	2.650941	-0.006397	0.000420	0.006349	-0.243343	-0.117488	0.962798	0.387064	-0.921936	-0.014672	0.889362	0.369094	0.269822
28846	9.384230	-0.139930	2.619670	-0.003703	0.006547	0.008507	-0.243369	-0.117523	0.962787	0.387055	-0.921940	-0.014699	0.889359	0.369074	0.269860
28847	9.405576	-0.141963	2.631604	-0.001599	0.001368	0.004735	-0.243366	-0.117506	0.962790	0.387057	-0.921939	-0.014683	0.889359	0.369081	0.269850
28848	9.403263	-0.166703	2.633093	0.000129	-0.000003	0.004961	-0.243347	-0.117485	0.962798	0.387073	-0.921933	-0.014665	0.889358	0.369104	0.269825
28849	9.407812	-0.118725	2.630309	-0.003446	0.001489	0.005840	-0.243338	-0.117474	0.962801	0.387057	-0.921939	-0.014664	0.889367	0.369091	0.269812
28850	9.424615	-0.169113	2.644973	-0.000376	0.003807	0.003999	-0.243357	-0.117457	0.962799	0.387066	-0.921936	-0.014638	0.889358	0.369104	0.269823
28851	9.386188	-0.118418	2.619292	-0.002340	0.002677	0.006437	-0.243356	-0.117461	0.962798	0.387065	-0.921936	-0.014641	0.889359	0.369102	0.269823
28852	9.405245	-0.144569	2.632644	0.000730	0.004996	0.004596	-0.243383	-0.117454	0.962792	0.387085	-0.921928	-0.014618	0.889342	0.369125	0.269846
28853	9.416587	-0.147498	2.611436	-0.003565	0.000238	0.007172	-0.243357	-0.117455	0.962799	0.387075	-0.921932	-0.014632	0.889354	0.369114	0.269823
28854	9.407404	-0.121397	2.631647	0.001471	0.003686	0.002894	-0.243379	-0.117428	0.962796	0.387098	-0.921923	-0.014591	0.889338	0.369145	0.269833
28855	9.381310	-0.169214	2.623053	-0.005531	-0.000892	0.009610	-0.243336	-0.117447	0.962805	0.387076	-0.921932	-0.014633	0.889359	0.369118	0.269800
