// General information: 
//  MT Manager version: 2019.2.0 
//  XDA version: 2019.2.0 build 3853 rev 94535 built on 2019-09-09
// Device information: 
//  DeviceId: 00B44113
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.3.5
//  Hardware Version: 1.1.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	Acc_X	Acc_Y	Acc_Z	Gyr_X	Gyr_Y	Gyr_Z	Mat[1][1]	Mat[2][1]	Mat[3][1]	Mat[1][2]	Mat[2][2]	Mat[3][2]	Mat[1][3]	Mat[2][3]	Mat[3][3]
28840	9.635578	0.226704	-1.706151	0.006245	0.001394	-0.000775	-0.130854	-0.122895	0.983755	-0.594465	0.803838	0.021346	-0.793403	-0.582015	-0.178242
28841	9.678307	0.225008	-1.765513	0.005576	0.001181	-0.003442	-0.130860	-0.122900	0.983754	-0.594457	0.803844	0.021349	-0.793408	-0.582005	-0.178250
28842	9.632565	0.196644	-1.757226	0.005522	0.003318	-0.004096	-0.130846	-0.122898	0.983756	-0.594447	0.803851	0.021358	-0.793418	-0.581997	-0.178237
28843	9.668289	0.230071	-1.732333	0.009225	0.002619	-0.003690	-0.130839	-0.122897	0.983757	-0.594468	0.803836	0.021356	-0.793403	-0.582018	-0.178231
28844	9.642742	0.192529	-1.789419	0.006628	0.002663	-0.003164	-0.130835	-0.122891	0.983758	-0.594466	0.803837	0.021355	-0.793406	-0.582017	-0.178225
28845	9.654495	0.190606	-1.730616	0.007067	0.001795	-0.004899	-0.130828	-0.122905	0.983757	-0.594471	0.803833	0.021369	-0.793403	-0.582019	-0.178227
28846	9.637166	0.256242	-1.744968	0.006015	0.000314	-0.005176	-0.130830	-0.122930	0.983754	-0.594469	0.803834	0.021388	-0.793404	-0.582013	-0.178244
28847	9.620963	0.200294	-1.815014	0.008612	0.000272	-0.005701	-0.130830	-0.122959	0.983750	-0.594487	0.803820	0.021408	-0.793391	-0.582026	-0.178262
28848	9.687134	0.194363	-1.757183	0.007735	0.002008	-0.002231	-0.130838	-0.122950	0.983750	-0.594493	0.803816	0.021394	-0.793385	-0.582034	-0.178262
28849	9.645846	0.224432	-1.737580	0.007122	-0.000341	-0.004243	-0.130851	-0.122970	0.983746	-0.594498	0.803813	0.021402	-0.793379	-0.582034	-0.178285
28850	9.664624	0.187424	-1.762986	0.007736	0.002009	-0.002231	-0.130859	-0.122960	0.983746	-0.594504	0.803809	0.021388	-0.793374	-0.582042	-0.178286
28851	9.622641	0.203491	-1.723314	0.004470	0.001838	-0.004372	-0.130854	-0.122969	0.983746	-0.594487	0.803820	0.021402	-0.793387	-0.582024	-0.178287
28852	9.654603	0.192311	-1.729825	0.008349	0.004359	-0.000218	-0.130854	-0.122932	0.983750	-0.594497	0.803814	0.021369	-0.793379	-0.582041	-0.178265
28853	9.678601	0.227789	-1.763543	0.007067	0.001796	-0.004896	-0.130847	-0.122945	0.983750	-0.594502	0.803810	0.021383	-0.793377	-0.582043	-0.178267
28854	9.655370	0.206827	-1.749427	0.008613	0.000273	-0.005698	-0.130849	-0.122975	0.983746	-0.594524	0.803793	0.021401	-0.793360	-0.582060	-0.178287
28855	9.634289	0.227917	-1.795145	0.005522	0.003320	-0.004094	-0.130834	-0.122973	0.983748	-0.594516	0.803799	0.021411	-0.793368	-0.582052	-0.178274
28856	9.642982	0.195525	-1.787799	0.005633	-0.000952	-0.002783	-0.130861	-0.122985	0.983743	-0.594505	0.803807	0.021407	-0.793372	-0.582038	-0.178302
28857	9.668551	0.233557	-1.730402	0.005522	0.003320	-0.004094	-0.130846	-0.122983	0.983745	-0.594496	0.803813	0.021416	-0.793381	-0.582031	-0.178289
28858	9.632940	0.200575	-1.754722	0.006629	0.002666	-0.003161	-0.130842	-0.122977	0.983746	-0.594493	0.803815	0.021415	-0.793384	-0.582029	-0.178282
28859	9.656213	0.222102	-1.768521	0.009227	0.002624	-0.003685	-0.130835	-0.122976	0.983747	-0.594514	0.803800	0.021413	-0.793370	-0.582050	-0.178277
28860	9.655525	0.208238	-1.748407	0.004088	0.000572	-0.001981	-0.130855	-0.122974	0.983745	-0.594492	0.803817	0.021404	-0.793383	-0.582028	-0.178290
28861	9.623620	0.219756	-1.741521	0.007068	0.001798	-0.004894	-0.130848	-0.122988	0.983744	-0.594497	0.803813	0.021419	-0.793380	-0.582030	-0.178293
28862	9.655592	0.208639	-1.747990	0.007243	0.005017	-0.001149	-0.130838	-0.122952	0.983750	-0.594499	0.803812	0.021395	-0.793380	-0.582039	-0.178264
28863	9.633848	0.215477	-1.773515	0.005523	0.003321	-0.004093	-0.130823	-0.122951	0.983752	-0.594491	0.803818	0.021404	-0.793389	-0.582031	-0.178251
28864	9.657094	0.237044	-1.787455	0.005633	-0.000951	-0.002781	-0.130850	-0.122963	0.983747	-0.594481	0.803825	0.021401	-0.793392	-0.582018	-0.178280
28865	9.633848	0.215989	-1.773456	0.006017	0.000317	-0.005170	-0.130853	-0.122988	0.983744	-0.594478	0.803827	0.021420	-0.793394	-0.582011	-0.178296
28866	9.666505	0.218930	-1.800040	0.006191	0.003536	-0.001426	-0.130853	-0.122963	0.983747	-0.594472	0.803831	0.021401	-0.793398	-0.582010	-0.178282
28867	9.646339	0.228277	-1.734338	0.005523	0.003322	-0.004092	-0.130839	-0.122962	0.983749	-0.594464	0.803837	0.021410	-0.793407	-0.582002	-0.178269
28868	9.642652	0.184202	-1.765471	0.006401	0.001585	-0.007559	-0.130819	-0.122999	0.983747	-0.594471	0.803831	0.021451	-0.793404	-0.582003	-0.178276
28869	9.656515	0.224464	-1.766573	0.006191	0.003537	-0.001425	-0.130818	-0.122975	0.983750	-0.594464	0.803836	0.021433	-0.793409	-0.582001	-0.178261
28870	9.632648	0.189127	-1.732145	0.007243	0.005019	-0.001147	-0.130807	-0.122939	0.983756	-0.594464	0.803837	0.021410	-0.793412	-0.582007	-0.178230
28871	9.643541	0.198677	-1.784434	0.008121	0.003282	-0.004614	-0.130790	-0.122941	0.983758	-0.594477	0.803828	0.021420	-0.793405	-0.582019	-0.178218
28872	9.624063	0.222129	-1.738769	0.006631	0.002669	-0.003157	-0.130786	-0.122935	0.983759	-0.594475	0.803829	0.021418	-0.793407	-0.582019	-0.178212
28873	9.656743	0.225100	-1.765245	0.005524	0.003323	-0.004090	-0.130772	-0.122934	0.983761	-0.594466	0.803835	0.021427	-0.793416	-0.582011	-0.178199
28874	9.624848	0.236642	-1.758282	0.008177	0.001147	-0.003957	-0.130775	-0.122944	0.983759	-0.594481	0.803824	0.021430	-0.793404	-0.582023	-0.178208
28875	9.665498	0.192972	-1.757588	0.006631	0.002669	-0.003157	-0.130771	-0.122939	0.983761	-0.594480	0.803825	0.021428	-0.793406	-0.582024	-0.178202
28876	9.656129	0.211769	-1.744645	0.006631	0.002670	-0.003156	-0.130769	-0.122934	0.983762	-0.594482	0.803824	0.021426	-0.793405	-0.582026	-0.178197
