// General information: 
//  MT Manager version: 2019.2.0 
//  XDA version: 2019.2.0 build 3853 rev 94535 built on 2019-09-09
// Device information: 
//  DeviceId: 00B43FA9
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.3.5
//  Hardware Version: 1.1.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	Acc_X	Acc_Y	Acc_Z	Gyr_X	Gyr_Y	Gyr_Z	Mat[1][1]	Mat[2][1]	Mat[3][1]	Mat[1][2]	Mat[2][2]	Mat[3][2]	Mat[1][3]	Mat[2][3]	Mat[3][3]
28840	9.401025	-0.040115	-2.385529	-0.001007	0.003894	-0.002206	0.228816	0.086557	0.969614	0.378295	-0.925661	-0.006639	0.896959	0.368319	-0.244550
28841	9.465857	-0.048692	-2.362755	-0.000172	0.003684	0.001494	0.228819	0.086542	0.969615	0.378288	-0.925664	-0.006653	0.896962	0.368316	-0.244547
28842	9.433587	-0.044452	-2.373562	0.000782	0.004846	-0.000120	0.228807	0.086537	0.969618	0.378292	-0.925662	-0.006654	0.896963	0.368321	-0.244534
28843	9.433678	-0.044479	-2.373201	0.001410	0.002784	0.000141	0.228814	0.086539	0.969616	0.378299	-0.925659	-0.006657	0.896958	0.368328	-0.244542
28844	9.433735	-0.044482	-2.372973	-0.000628	0.002062	-0.000261	0.228827	0.086546	0.969612	0.378291	-0.925663	-0.006653	0.896958	0.368318	-0.244556
28845	9.453476	-0.069504	-2.385958	0.002365	0.003946	-0.001472	0.228819	0.086558	0.969613	0.378310	-0.925655	-0.006644	0.896952	0.368335	-0.244553
28846	9.433878	-0.044360	-2.372405	-0.000628	0.002062	-0.000261	0.228832	0.086564	0.969609	0.378302	-0.925659	-0.006640	0.896952	0.368324	-0.244568
28847	9.433976	-0.044281	-2.372016	-0.001884	0.006187	-0.000783	0.228805	0.086560	0.969616	0.378282	-0.925667	-0.006629	0.896968	0.368305	-0.244541
28848	9.447994	-0.057075	-2.416548	0.002115	0.004176	0.000213	0.228801	0.086554	0.969618	0.378297	-0.925660	-0.006637	0.896962	0.368322	-0.244535
28849	9.428434	-0.071496	-2.418192	0.001410	0.002784	0.000142	0.228807	0.086556	0.969616	0.378311	-0.925655	-0.006641	0.896955	0.368336	-0.244542
28850	9.434256	-0.044331	-2.370904	0.000077	0.003454	-0.000190	0.228808	0.086557	0.969616	0.378309	-0.925656	-0.006640	0.896956	0.368333	-0.244542
28851	9.421609	-0.025674	-2.379847	-0.002211	0.002963	0.001092	0.228816	0.086547	0.969615	0.378287	-0.925665	-0.006646	0.896963	0.368313	-0.244547
28852	9.421731	-0.065148	-2.394719	0.000782	0.004846	-0.000119	0.228804	0.086542	0.969618	0.378291	-0.925663	-0.006648	0.896964	0.368318	-0.244534
28853	9.441474	-0.050782	-2.392351	0.000077	0.003454	-0.000190	0.228806	0.086542	0.969618	0.378287	-0.925664	-0.006648	0.896965	0.368315	-0.244535
28854	9.428851	-0.032104	-2.401205	0.000782	0.004846	-0.000119	0.228794	0.086537	0.969621	0.378291	-0.925663	-0.006649	0.896967	0.368320	-0.244522
28855	9.408090	-0.052367	-2.348657	0.002038	0.000722	0.000403	0.228824	0.086542	0.969613	0.378298	-0.925660	-0.006658	0.896956	0.368327	-0.244552
28856	9.434777	-0.044442	-2.368826	0.000154	0.006909	-0.000380	0.228793	0.086531	0.969622	0.378297	-0.925660	-0.006655	0.896964	0.368328	-0.244519
28857	9.448795	-0.057302	-2.413408	-0.000878	0.002292	0.001423	0.228812	0.086521	0.969618	0.378278	-0.925668	-0.006668	0.896968	0.368310	-0.244533
28858	9.441907	-0.050865	-2.390640	0.000327	0.003224	-0.001874	0.228808	0.086538	0.969617	0.378281	-0.925667	-0.006651	0.896967	0.368310	-0.244536
28859	9.415412	-0.058705	-2.369701	-0.000551	0.005517	-0.000451	0.228790	0.086533	0.969622	0.378273	-0.925670	-0.006646	0.896975	0.368303	-0.244517
28860	9.435162	-0.044307	-2.367297	0.000077	0.003454	-0.000190	0.228790	0.086534	0.969622	0.378271	-0.925671	-0.006645	0.896976	0.368300	-0.244518
28861	9.449160	-0.057110	-2.411984	0.000077	0.003454	-0.000190	0.228791	0.086535	0.969622	0.378269	-0.925672	-0.006643	0.896977	0.368297	-0.244519
28862	9.422658	-0.065058	-2.391069	0.000782	0.004846	-0.000118	0.228779	0.086530	0.969625	0.378272	-0.925670	-0.006644	0.896978	0.368303	-0.244506
28863	9.410045	-0.046273	-2.399909	-0.001006	0.003895	-0.002206	0.228770	0.086545	0.969626	0.378250	-0.925680	-0.006620	0.896990	0.368276	-0.244504
28864	9.442478	-0.050522	-2.388389	0.002743	0.002114	0.000475	0.228785	0.086545	0.969622	0.378270	-0.925671	-0.006632	0.896978	0.368297	-0.244517
28865	9.415911	-0.019045	-2.352336	-0.001256	0.004125	-0.000522	0.228779	0.086546	0.969623	0.378252	-0.925679	-0.006623	0.896987	0.368277	-0.244513
28866	9.462277	-0.036159	-2.385782	0.001410	0.002784	0.000143	0.228787	0.086547	0.969622	0.378261	-0.925675	-0.006629	0.896981	0.368286	-0.244520
28867	9.429983	-0.031821	-2.396761	-0.001961	0.002733	-0.000593	0.228793	0.086554	0.969620	0.378234	-0.925686	-0.006616	0.896991	0.368257	-0.244528
28868	9.435798	-0.044164	-2.364763	0.002493	0.002344	0.002159	0.228812	0.086537	0.969617	0.378248	-0.925680	-0.006644	0.896980	0.368276	-0.244539
28869	9.423211	-0.064964	-2.388894	-0.000301	0.005287	-0.002135	0.228790	0.086547	0.969621	0.378240	-0.925684	-0.006624	0.896989	0.368265	-0.244523
28870	9.448703	-0.062860	-2.354755	0.001160	0.003014	0.001827	0.228802	0.086531	0.969619	0.378243	-0.925682	-0.006645	0.896985	0.368272	-0.244528
28871	9.410676	-0.046271	-2.397433	-0.001006	0.003895	-0.002206	0.228790	0.086548	0.969621	0.378237	-0.925685	-0.006622	0.896990	0.368262	-0.244523
28872	9.423431	-0.025406	-2.372625	0.001410	0.002784	0.000143	0.228798	0.086549	0.969619	0.378246	-0.925681	-0.006627	0.896985	0.368271	-0.244530
28873	9.423554	-0.064834	-2.387544	0.002366	0.003946	-0.001470	0.228787	0.086563	0.969620	0.378271	-0.925671	-0.006616	0.896977	0.368292	-0.244526
28874	9.448988	-0.023237	-2.338207	0.000077	0.003455	-0.000189	0.228788	0.086563	0.969620	0.378268	-0.925672	-0.006615	0.896978	0.368290	-0.244526
28875	9.443391	-0.050386	-2.384781	-0.000551	0.005517	-0.000450	0.228770	0.086558	0.969625	0.378258	-0.925677	-0.006610	0.896987	0.368280	-0.244508
28876	9.423828	-0.025279	-2.371047	0.000782	0.004847	-0.000118	0.228758	0.086553	0.969628	0.378262	-0.925675	-0.006611	0.896988	0.368285	-0.244495
28877	9.430871	-0.031629	-2.393266	0.000955	0.001162	-0.001613	0.228773	0.086576	0.969622	0.378270	-0.925672	-0.006597	0.896981	0.368288	-0.244518
28878	9.443653	-0.050273	-2.383747	-0.001506	0.004355	0.001163	0.228770	0.086561	0.969624	0.378251	-0.925680	-0.006605	0.896990	0.368272	-0.244510
28879	9.443735	-0.050257	-2.383420	0.001661	0.002554	-0.001541	0.228773	0.086579	0.969622	0.378270	-0.925672	-0.006594	0.896981	0.368288	-0.244519
28880	9.417176	-0.058137	-2.362695	-0.000628	0.002062	-0.000261	0.228785	0.086586	0.969619	0.378262	-0.925675	-0.006591	0.896981	0.368277	-0.244533
