// General information: 
//  MT Manager version: 2019.2.0 
//  XDA version: 2019.2.0 build 3853 rev 94535 built on 2019-09-09
// Device information: 
//  DeviceId: 00B44112
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.3.5
//  Hardware Version: 1.1.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	Acc_X	Acc_Y	Acc_Z	Gyr_X	Gyr_Y	Gyr_Z	Mat[1][1]	Mat[2][1]	Mat[3][1]	Mat[1][2]	Mat[2][2]	Mat[3][2]	Mat[1][3]	Mat[2][3]	Mat[3][3]
28840	9.334863	0.035207	3.126793	-0.001124	0.001359	0.002922	0.282717	0.147955	0.947724	-0.470550	0.882369	0.002619	-0.835855	-0.446692	0.319081
28841	9.360415	0.016773	3.141453	-0.001579	0.001244	0.004389	0.282720	0.147961	0.947722	-0.470541	0.882374	0.002611	-0.835859	-0.446680	0.319086
28842	9.341261	0.010903	3.127406	-0.002566	0.001177	0.002453	0.282730	0.147950	0.947721	-0.470520	0.882385	0.002618	-0.835868	-0.446662	0.319090
28843	9.379457	0.021486	3.155840	-0.001579	0.001244	0.004389	0.282729	0.147955	0.947720	-0.470515	0.882388	0.002611	-0.835871	-0.446654	0.319092
28844	9.346537	0.012081	3.161764	-0.000352	0.003014	0.004845	0.282743	0.147973	0.947713	-0.470519	0.882386	0.002603	-0.835864	-0.446653	0.319113
28845	9.366733	-0.008532	3.142293	-0.003047	-0.002228	0.005412	0.282711	0.147973	0.947723	-0.470500	0.882396	0.002580	-0.835885	-0.446632	0.319084
28846	9.367517	0.041545	3.121699	0.000103	0.003129	0.003378	0.282733	0.147978	0.947715	-0.470504	0.882394	0.002587	-0.835876	-0.446635	0.319106
28847	9.346439	0.010856	3.162058	-0.000669	0.001474	0.001455	0.282750	0.147959	0.947713	-0.470492	0.882400	0.002609	-0.835876	-0.446629	0.319112
28848	9.360153	0.014160	3.142246	0.000987	0.000067	0.001936	0.282753	0.147938	0.947716	-0.470500	0.882396	0.002633	-0.835871	-0.446644	0.319105
28849	9.353668	0.037392	3.141923	-0.003021	0.001063	0.003920	0.282756	0.147939	0.947715	-0.470477	0.882408	0.002625	-0.835883	-0.446620	0.319108
28850	9.379263	0.018953	3.156434	0.000746	-0.001636	0.003415	0.282738	0.147924	0.947723	-0.470487	0.882403	0.002634	-0.835884	-0.446636	0.319085
28851	9.328102	0.054698	3.127341	-0.001579	0.001245	0.004389	0.282739	0.147929	0.947721	-0.470483	0.882405	0.002628	-0.835885	-0.446630	0.319089
28852	9.360112	0.012561	3.142374	-0.000592	0.001312	0.006325	0.282732	0.147952	0.947720	-0.470490	0.882402	0.002605	-0.835884	-0.446629	0.319093
28853	9.346334	0.008645	3.162374	-0.002566	0.001178	0.002453	0.282742	0.147940	0.947718	-0.470471	0.882412	0.002614	-0.835891	-0.446613	0.319097
