// General information: 
//  MT Manager version: 2019.2.0 
//  XDA version: 2019.2.0 build 3853 rev 94535 built on 2019-09-09
// Device information: 
//  DeviceId: 00B44109
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.3.5
//  Hardware Version: 1.1.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	Acc_X	Acc_Y	Acc_Z	Gyr_X	Gyr_Y	Gyr_Z	Mat[1][1]	Mat[2][1]	Mat[3][1]	Mat[1][2]	Mat[2][2]	Mat[3][2]	Mat[1][3]	Mat[2][3]	Mat[3][3]
28840	9.528432	-0.060754	-2.389680	0.000462	0.004526	-0.001675	0.245329	0.013600	0.969344	0.087556	-0.996126	-0.008184	0.965478	0.086880	-0.245570
28841	9.536912	-0.089407	-2.434963	0.000454	0.001385	-0.003085	0.245334	0.013610	0.969343	0.087566	-0.996125	-0.008176	0.965476	0.086887	-0.245575
28842	9.504718	-0.108427	-2.415448	-0.001060	0.001464	-0.003272	0.245338	0.013622	0.969342	0.087562	-0.996126	-0.008164	0.965475	0.086881	-0.245580
28843	9.536989	-0.088828	-2.434685	-0.001240	0.001538	-0.001756	0.245343	0.013619	0.969341	0.087552	-0.996126	-0.008165	0.965475	0.086871	-0.245585
28844	9.504832	-0.107848	-2.415026	0.000822	0.004378	-0.004707	0.245318	0.013643	0.969347	0.087569	-0.996125	-0.008142	0.965480	0.086882	-0.245562
28845	9.537137	-0.088229	-2.434124	0.000274	0.001459	-0.001569	0.245324	0.013638	0.969345	0.087573	-0.996125	-0.008149	0.965478	0.086888	-0.245567
28846	9.513604	-0.085596	-2.439987	0.000180	-0.000074	-0.001516	0.245344	0.013634	0.969340	0.087576	-0.996124	-0.008155	0.965472	0.086892	-0.245587
28847	9.537212	-0.087846	-2.433846	-0.000872	0.004530	-0.003378	0.245318	0.013644	0.969347	0.087574	-0.996125	-0.008142	0.965479	0.086886	-0.245562
28848	9.537270	-0.087717	-2.433624	-0.001694	0.000153	0.001329	0.245339	0.013612	0.969342	0.087551	-0.996126	-0.008171	0.965476	0.086872	-0.245580
28849	9.520207	-0.080578	-2.362609	0.000548	0.002919	-0.003138	0.245329	0.013621	0.969344	0.087562	-0.996126	-0.008163	0.965477	0.086880	-0.245571
