// General information: 
//  MT Manager version: 2019.2.0 
//  XDA version: 2019.2.0 build 3853 rev 94535 built on 2019-09-09
// Device information: 
//  DeviceId: 00B43F80
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.3.5
//  Hardware Version: 1.1.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	Acc_X	Acc_Y	Acc_Z	Gyr_X	Gyr_Y	Gyr_Z	Mat[1][1]	Mat[2][1]	Mat[3][1]	Mat[1][2]	Mat[2][2]	Mat[3][2]	Mat[1][3]	Mat[2][3]	Mat[3][3]
58398	9.457342	-1.153454	2.276176	0.003264	0.001547	0.004834	-0.255766	0.041555	0.965845	-0.574368	-0.810158	-0.117242	0.777615	-0.584737	0.231079
58399	9.455715	-1.158253	2.221845	0.003076	-0.001004	0.005613	-0.255766	0.041552	0.965845	-0.574369	-0.810156	-0.117245	0.777614	-0.584739	0.231077
58400	9.445833	-1.158009	2.254910	0.000758	-0.000014	0.007216	-0.255780	0.041541	0.965842	-0.574382	-0.810145	-0.117267	0.777600	-0.584756	0.231079
58401	9.457196	-1.154938	2.276032	0.005207	-0.004544	0.004790	-0.255748	0.041524	0.965851	-0.574368	-0.810155	-0.117257	0.777621	-0.584743	0.231046
58402	9.461348	-1.179208	2.277623	0.002203	-0.001061	0.002849	-0.255732	0.041543	0.965855	-0.574383	-0.810148	-0.117235	0.777615	-0.584752	0.231042
58403	9.453058	-1.131562	2.273928	0.003076	-0.001003	0.005614	-0.255732	0.041540	0.965855	-0.574385	-0.810147	-0.117238	0.777614	-0.584754	0.231040
58404	9.435919	-1.158844	2.287558	0.005467	0.000487	0.007684	-0.255756	0.041527	0.965849	-0.574363	-0.810159	-0.117257	0.777622	-0.584737	0.231055
58405	9.478248	-1.153863	2.264002	0.003076	-0.001003	0.005614	-0.255756	0.041524	0.965849	-0.574364	-0.810158	-0.117260	0.777621	-0.584739	0.231053
58406	9.452878	-1.133086	2.273916	0.003076	-0.001003	0.005614	-0.255757	0.041523	0.965849	-0.574364	-0.810157	-0.117262	0.777621	-0.584740	0.231053
58407	9.462654	-1.134366	2.240764	0.003075	-0.001003	0.005615	-0.255757	0.041520	0.965849	-0.574366	-0.810156	-0.117265	0.777620	-0.584742	0.231051
58408	9.456930	-1.157849	2.275658	0.006912	-0.000560	0.003317	-0.255747	0.041538	0.965851	-0.574344	-0.810176	-0.117237	0.777639	-0.584714	0.231057
58409	9.442961	-1.133543	2.306794	-0.002280	-0.002877	0.008607	-0.255749	0.041500	0.965852	-0.574379	-0.810144	-0.117281	0.777612	-0.584760	0.231030
58410	9.456861	-1.159024	2.275343	0.003075	-0.001003	0.005615	-0.255749	0.041497	0.965852	-0.574379	-0.810144	-0.117283	0.777612	-0.584760	0.231028
58411	9.456819	-1.159424	2.275315	0.005924	-0.000688	0.005005	-0.255748	0.041501	0.965852	-0.574360	-0.810159	-0.117274	0.777627	-0.584739	0.231033
58412	9.477948	-1.157150	2.263579	0.005466	0.000488	0.007686	-0.255769	0.041488	0.965847	-0.574335	-0.810174	-0.117290	0.777638	-0.584719	0.231045
58413	9.419993	-1.142704	2.264003	0.002544	-0.002306	0.004623	-0.255753	0.041485	0.965852	-0.574343	-0.810169	-0.117285	0.777638	-0.584726	0.231030
58414	9.494939	-1.131370	2.249863	0.003605	0.000303	0.006609	-0.255766	0.041483	0.965848	-0.574334	-0.810175	-0.117293	0.777640	-0.584719	0.231040
58415	9.428095	-1.191615	2.267720	0.003264	0.001549	0.004836	-0.255782	0.041501	0.965843	-0.574336	-0.810174	-0.117287	0.777634	-0.584718	0.231063
58416	9.480868	-1.107339	2.281329	0.004063	-0.000874	0.003929	-0.255772	0.041510	0.965845	-0.574335	-0.810176	-0.117274	0.777637	-0.584715	0.231061
58417	9.418148	-1.191639	2.300914	0.004477	0.000362	0.009375	-0.255805	0.041484	0.965838	-0.574316	-0.810185	-0.117310	0.777641	-0.584705	0.231074
58418	9.455495	-1.087009	2.291102	0.003800	-0.005906	0.001036	-0.255739	0.041490	0.965855	-0.574321	-0.810188	-0.117265	0.777659	-0.584700	0.231025
58419	9.458948	-1.191320	2.222658	0.001476	0.003845	0.007432	-0.255787	0.041501	0.965842	-0.574330	-0.810178	-0.117289	0.777636	-0.584713	0.231068
58420	9.448114	-1.115522	2.271602	0.002884	-0.003552	0.006397	-0.255773	0.041477	0.965847	-0.574331	-0.810176	-0.117300	0.777640	-0.584718	0.231043
58421	9.460407	-1.188023	2.276952	0.001744	0.000118	0.005532	-0.255781	0.041482	0.965844	-0.574343	-0.810167	-0.117305	0.777629	-0.584730	0.231050
58422	9.452148	-1.140472	2.273261	0.001213	-0.001187	0.004539	-0.255770	0.041484	0.965847	-0.574359	-0.810155	-0.117302	0.777620	-0.584745	0.231040
58423	9.466027	-1.165665	2.241976	0.002732	0.000245	0.003844	-0.255770	0.041503	0.965846	-0.574368	-0.810151	-0.117288	0.777614	-0.584750	0.231050
58424	9.452086	-1.141041	2.273234	0.008240	-0.001679	0.003405	-0.255750	0.041512	0.965851	-0.574333	-0.810181	-0.117257	0.777647	-0.584708	0.231045
58425	9.473229	-1.138899	2.261386	-0.001221	-0.000263	0.010596	-0.255784	0.041473	0.965844	-0.574355	-0.810156	-0.117318	0.777619	-0.584745	0.231045
58426	9.434865	-1.168844	2.286816	0.007898	-0.000434	0.001632	-0.255764	0.041505	0.965848	-0.574327	-0.810183	-0.117270	0.777646	-0.584706	0.231053
58427	9.484533	-1.136172	2.282620	-0.002624	-0.001626	0.006838	-0.255766	0.041489	0.965848	-0.574369	-0.810149	-0.117298	0.777614	-0.584754	0.231039
58428	9.455981	-1.167106	2.274871	0.006793	-0.000628	0.007775	-0.255781	0.041470	0.965845	-0.574336	-0.810170	-0.117313	0.777634	-0.584726	0.231044
58429	9.447721	-1.119722	2.271170	0.002084	-0.001127	0.007307	-0.255790	0.041453	0.965843	-0.574341	-0.810164	-0.117335	0.777627	-0.584736	0.231040
58430	9.465650	-1.169169	2.241741	0.003604	0.000305	0.006612	-0.255805	0.041447	0.965839	-0.574337	-0.810164	-0.117348	0.777625	-0.584736	0.231049
58431	9.490015	-1.115349	2.247508	0.002541	-0.002305	0.004626	-0.255789	0.041445	0.965844	-0.574345	-0.810159	-0.117342	0.777624	-0.584743	0.231034
58432	9.434562	-1.171856	2.286526	0.004592	0.000431	0.004924	-0.255792	0.041451	0.965843	-0.574335	-0.810167	-0.117336	0.777630	-0.584731	0.231042
58433	9.457356	-1.122379	2.237913	0.002541	-0.002305	0.004626	-0.255777	0.041449	0.965847	-0.574343	-0.810162	-0.117331	0.777630	-0.584738	0.231026
58434	9.451592	-1.145958	2.272810	0.000414	0.001238	0.005448	-0.255791	0.041457	0.965843	-0.574366	-0.810145	-0.117340	0.777608	-0.584762	0.231040
58435	9.472712	-1.143854	2.261051	0.003944	-0.000940	0.008386	-0.255808	0.041432	0.965839	-0.574354	-0.810150	-0.117367	0.777612	-0.584757	0.231039
58436	9.455538	-1.171143	2.274637	0.003072	-0.000999	0.005620	-0.255806	0.041429	0.965840	-0.574352	-0.810151	-0.117368	0.777614	-0.584756	0.231036
58437	9.472620	-1.144810	2.260952	0.004060	-0.000873	0.003931	-0.255798	0.041440	0.965842	-0.574350	-0.810155	-0.117353	0.777618	-0.584750	0.231037
58438	9.461159	-1.148806	2.239720	0.002274	0.001425	0.006527	-0.255822	0.041442	0.965835	-0.574357	-0.810147	-0.117369	0.777605	-0.584760	0.231056
58439	9.430063	-1.151162	2.284708	0.001743	0.000120	0.005534	-0.255830	0.041446	0.965833	-0.574369	-0.810138	-0.117374	0.777593	-0.584772	0.231063
58440	9.461010	-1.149897	2.239790	0.002083	-0.001125	0.007309	-0.255837	0.041429	0.965832	-0.574371	-0.810134	-0.117393	0.777590	-0.584779	0.231057
58441	9.439818	-1.152965	2.251356	0.004326	-0.004602	0.002032	-0.255788	0.041434	0.965845	-0.574371	-0.810139	-0.117359	0.777605	-0.584772	0.231022
58442	9.462655	-1.146076	2.293630	0.005728	-0.003237	0.005793	-0.255775	0.041417	0.965849	-0.574355	-0.810150	-0.117360	0.777622	-0.584758	0.231004
58443	9.425920	-1.128926	2.282242	0.001285	0.001300	0.008216	-0.255808	0.041406	0.965840	-0.574364	-0.810139	-0.117392	0.777604	-0.584773	0.231022
58444	9.476407	-1.172193	2.262292	0.001551	-0.002429	0.006317	-0.255797	0.041385	0.965844	-0.574373	-0.810131	-0.117405	0.777601	-0.584787	0.230999
58445	9.451087	-1.151408	2.272158	0.001742	0.000121	0.005535	-0.255805	0.041389	0.965842	-0.574385	-0.810122	-0.117410	0.777590	-0.584799	0.231007
58446	9.468170	-1.125159	2.258478	0.001211	-0.001184	0.004542	-0.255797	0.041394	0.965844	-0.574403	-0.810109	-0.117407	0.777579	-0.584816	0.231000
58447	9.441191	-1.151350	2.305217	0.004591	0.000432	0.004926	-0.255804	0.041405	0.965841	-0.574394	-0.810117	-0.117400	0.777583	-0.584805	0.231014
58448	9.481946	-1.150840	2.227245	0.003071	-0.000998	0.005622	-0.255804	0.041400	0.965842	-0.574394	-0.810116	-0.117404	0.777583	-0.584806	0.231010
58449	9.418293	-1.159284	2.262648	0.002731	0.000246	0.003847	-0.255803	0.041419	0.965841	-0.574403	-0.810112	-0.117390	0.777577	-0.584811	0.231020
58450	9.485922	-1.175671	2.229057	0.000222	-0.001309	0.006232	-0.255801	0.041407	0.965842	-0.574423	-0.810095	-0.117405	0.777563	-0.584834	0.231008
58451	9.458197	-1.126215	2.291321	0.001136	-0.003669	0.000868	-0.255753	0.041427	0.965854	-0.574451	-0.810081	-0.117366	0.777558	-0.584853	0.230978
58452	9.450871	-1.154077	2.271701	0.004930	-0.000812	0.006701	-0.255759	0.041414	0.965853	-0.574435	-0.810091	-0.117375	0.777568	-0.584839	0.230978
58453	9.489180	-1.125162	2.246140	0.002538	-0.002303	0.004629	-0.255743	0.041412	0.965857	-0.574443	-0.810086	-0.117370	0.777567	-0.584846	0.230962
58454	9.425561	-1.133535	2.281439	0.004059	-0.000873	0.003934	-0.255731	0.041424	0.965860	-0.574435	-0.810095	-0.117350	0.777577	-0.584834	0.230962
58455	9.464661	-1.180204	2.240137	0.003409	-0.002242	0.007398	-0.255732	0.041400	0.965861	-0.574429	-0.810096	-0.117369	0.777581	-0.584834	0.230949
58456	9.436903	-1.130970	2.302482	0.006257	-0.001931	0.006788	-0.255734	0.041384	0.965861	-0.574403	-0.810114	-0.117375	0.777600	-0.584810	0.230945
58457	9.471923	-1.153655	2.259376	-0.000118	-0.000064	0.004457	-0.255735	0.041396	0.965860	-0.574432	-0.810094	-0.117375	0.777578	-0.584837	0.230949
58458	9.454709	-1.180737	2.273123	0.003262	0.001552	0.004840	-0.255748	0.041411	0.965856	-0.574434	-0.810092	-0.117371	0.777572	-0.584838	0.230968
58459	9.479172	-1.126765	2.278864	0.004854	-0.003297	0.003028	-0.255716	0.041416	0.965865	-0.574428	-0.810100	-0.117345	0.777587	-0.584827	0.230946
58460	9.439235	-1.160974	2.249686	0.004736	-0.003360	0.007486	-0.255707	0.041383	0.965868	-0.574410	-0.810111	-0.117361	0.777604	-0.584814	0.230922
58461	9.469364	-1.126702	2.311592	0.002730	0.000247	0.003848	-0.255706	0.041402	0.965868	-0.574418	-0.810107	-0.117348	0.777598	-0.584819	0.230932
58462	9.429365	-1.160981	2.282619	0.003408	-0.002240	0.007400	-0.255702	0.041372	0.965870	-0.574411	-0.810109	-0.117368	0.777604	-0.584818	0.230910
58463	9.496233	-1.101944	2.264655	0.003069	-0.000997	0.005624	-0.255702	0.041368	0.965870	-0.574413	-0.810107	-0.117371	0.777603	-0.584820	0.230908
58464	9.439067	-1.162901	2.249395	0.001741	0.000123	0.005538	-0.255709	0.041372	0.965868	-0.574424	-0.810099	-0.117376	0.777592	-0.584832	0.230914
58465	9.446389	-1.135634	2.268808	0.008233	-0.001682	0.003412	-0.255691	0.041383	0.965873	-0.574391	-0.810127	-0.117346	0.777623	-0.584793	0.230912
58466	9.464261	-1.184914	2.239340	0.000220	-0.001306	0.006234	-0.255692	0.041372	0.965873	-0.574415	-0.810107	-0.117363	0.777604	-0.584821	0.230903
58467	9.425108	-1.139297	2.280442	0.003939	-0.000934	0.008394	-0.255709	0.041347	0.965869	-0.574403	-0.810112	-0.117391	0.777608	-0.584816	0.230903
58468	9.492690	-1.155981	2.246840	-0.001107	-0.000186	0.006148	-0.255717	0.041343	0.965867	-0.574438	-0.810084	-0.117410	0.777580	-0.584854	0.230901
58469	9.446195	-1.137674	2.268594	0.006906	-0.000562	0.003326	-0.255707	0.041361	0.965869	-0.574415	-0.810104	-0.117382	0.777600	-0.584825	0.230908
58470	9.467344	-1.135431	2.256802	0.000752	0.000000	0.007228	-0.255725	0.041350	0.965865	-0.574431	-0.810089	-0.117407	0.777582	-0.584846	0.230913
58471	9.450129	-1.162563	2.270460	0.004057	-0.000872	0.003936	-0.255716	0.041361	0.965867	-0.574429	-0.810093	-0.117391	0.777587	-0.584841	0.230913
58472	9.467228	-1.136348	2.256824	0.005459	0.000496	0.007698	-0.255740	0.041349	0.965861	-0.574408	-0.810105	-0.117411	0.777594	-0.584825	0.230928
58473	9.445976	-1.139430	2.268625	0.005384	-0.001991	0.004023	-0.255724	0.041353	0.965865	-0.574396	-0.810116	-0.117393	0.777609	-0.584809	0.230919
58474	9.434520	-1.143386	2.247336	0.000414	0.001244	0.005452	-0.255740	0.041366	0.965860	-0.574416	-0.810101	-0.117399	0.777588	-0.584829	0.230937
58475	9.438532	-1.167733	2.249136	0.004851	-0.003297	0.003031	-0.255708	0.041370	0.965869	-0.574410	-0.810109	-0.117373	0.777603	-0.584818	0.230914
58476	9.463091	-1.113780	2.254655	0.002535	-0.002300	0.004633	-0.255690	0.041367	0.965873	-0.574417	-0.810105	-0.117366	0.777604	-0.584823	0.230898
58477	9.475164	-1.186230	2.260180	0.001741	0.000125	0.005539	-0.255699	0.041371	0.965871	-0.574429	-0.810096	-0.117372	0.777592	-0.584836	0.230905
58478	9.430393	-1.120904	2.245088	0.003067	-0.000995	0.005627	-0.255696	0.041367	0.965872	-0.574428	-0.810096	-0.117374	0.777594	-0.584836	0.230901
58479	9.475051	-1.187179	2.260154	0.001740	0.000125	0.005540	-0.255704	0.041371	0.965869	-0.574440	-0.810087	-0.117379	0.777582	-0.584848	0.230908
58480	9.455521	-1.143215	2.235118	0.003067	-0.000995	0.005627	-0.255704	0.041368	0.965870	-0.574438	-0.810088	-0.117380	0.777584	-0.584846	0.230906
