// General information: 
//  MT Manager version: 2019.2.0 
//  XDA version: 2019.2.0 build 3853 rev 94535 built on 2019-09-09
// Device information: 
//  DeviceId: 00B43FA9
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.3.5
//  Hardware Version: 1.1.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	Acc_X	Acc_Y	Acc_Z	Gyr_X	Gyr_Y	Gyr_Z	Mat[1][1]	Mat[2][1]	Mat[3][1]	Mat[1][2]	Mat[2][2]	Mat[3][2]	Mat[1][3]	Mat[2][3]	Mat[3][3]
58398	9.413566	0.372965	-2.456246	0.001780	0.004445	-0.000240	0.206907	0.148875	0.966967	0.451938	-0.891130	0.040496	0.867722	0.428631	-0.251663
58399	9.425034	0.385384	-2.438315	0.000665	0.001985	0.000646	0.206924	0.148876	0.966964	0.451942	-0.891128	0.040488	0.867716	0.428634	-0.251679
58400	9.407232	0.401980	-2.438259	-0.003766	0.003630	0.000854	0.206928	0.148868	0.966964	0.451906	-0.891146	0.040489	0.867733	0.428599	-0.251678
58401	9.413791	0.372881	-2.455399	0.004883	0.002338	-0.001101	0.206934	0.148883	0.966960	0.451951	-0.891124	0.040487	0.867709	0.428640	-0.251692
58402	9.413866	0.372946	-2.455098	-0.003317	0.004105	-0.000678	0.206928	0.148887	0.966961	0.451922	-0.891137	0.040502	0.867725	0.428610	-0.251686
58403	9.407504	0.401999	-2.437205	0.001995	0.005955	0.001938	0.206917	0.148860	0.966967	0.451934	-0.891133	0.040478	0.867722	0.428630	-0.251665
58404	9.419751	0.414730	-2.453624	0.000452	0.003983	-0.000894	0.206911	0.148866	0.966968	0.451938	-0.891130	0.040486	0.867721	0.428633	-0.251663
58405	9.396320	0.389553	-2.454064	-0.002654	0.002582	-0.000670	0.206918	0.148877	0.966965	0.451914	-0.891142	0.040500	0.867732	0.428605	-0.251673
58406	9.419905	0.414931	-2.452997	0.000452	0.003983	-0.000894	0.206912	0.148884	0.966965	0.451918	-0.891139	0.040507	0.867731	0.428608	-0.251670
58407	9.407893	0.402203	-2.435670	-0.000211	0.005505	-0.000902	0.206895	0.148884	0.966969	0.451916	-0.891140	0.040516	0.867736	0.428606	-0.251655
