// General information: 
//  MT Manager version: 2019.2.0 
//  XDA version: 2019.2.0 build 3853 rev 94535 built on 2019-09-09
// Device information: 
//  DeviceId: 00B44112
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.3.5
//  Hardware Version: 1.1.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	Acc_X	Acc_Y	Acc_Z	Gyr_X	Gyr_Y	Gyr_Z	Mat[1][1]	Mat[2][1]	Mat[3][1]	Mat[1][2]	Mat[2][2]	Mat[3][2]	Mat[1][3]	Mat[2][3]	Mat[3][3]
58398	9.338628	-0.673622	3.132777	-0.000436	0.002604	0.004601	0.254070	0.202814	0.945682	-0.449313	0.890605	-0.070288	-0.856485	-0.407049	0.317403
58399	9.336664	-0.685496	3.111534	0.001564	0.001349	0.002880	0.254078	0.202809	0.945681	-0.449327	0.890599	-0.070274	-0.856475	-0.407065	0.317409
58400	9.287713	-0.689793	3.145981	-0.002567	0.003048	0.003100	0.254102	0.202812	0.945674	-0.449308	0.890609	-0.070273	-0.856478	-0.407043	0.317430
58401	9.336298	-0.728165	3.106671	0.000831	-0.000172	0.005061	0.254088	0.202819	0.945676	-0.449325	0.890600	-0.070280	-0.856473	-0.407058	0.317422
58402	9.338304	-0.675215	3.133400	-0.001801	0.002471	0.006551	0.254091	0.202850	0.945669	-0.449321	0.890599	-0.070310	-0.856474	-0.407044	0.317438
58403	9.320011	-0.702561	3.121720	-0.002798	-0.000671	0.002290	0.254085	0.202831	0.945675	-0.449299	0.890611	-0.070303	-0.856488	-0.407028	0.317422
58404	9.354568	-0.660602	3.123843	0.002996	0.001887	0.002540	0.254101	0.202824	0.945672	-0.449326	0.890599	-0.070279	-0.856469	-0.407057	0.317436
58405	9.319920	-0.703041	3.121884	-0.001300	0.000273	0.003561	0.254102	0.202820	0.945672	-0.449318	0.890603	-0.070278	-0.856473	-0.407050	0.317434
58406	9.358007	-0.680154	3.161685	0.000198	0.001216	0.004831	0.254102	0.202831	0.945670	-0.449327	0.890598	-0.070284	-0.856468	-0.407056	0.317440
58407	9.319814	-0.703857	3.122015	-0.001300	0.000273	0.003560	0.254098	0.202827	0.945672	-0.449320	0.890602	-0.070285	-0.856473	-0.407050	0.317434
