// General information: 
//  MT Manager version: 2019.2.0 
//  XDA version: 2019.2.0 build 3853 rev 94535 built on 2019-09-09
// Device information: 
//  DeviceId: 00B44058
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.3.5
//  Hardware Version: 1.1.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	Acc_X	Acc_Y	Acc_Z	Gyr_X	Gyr_Y	Gyr_Z	Mat[1][1]	Mat[2][1]	Mat[3][1]	Mat[1][2]	Mat[2][2]	Mat[3][2]	Mat[1][3]	Mat[2][3]	Mat[3][3]
58398	9.415536	0.318265	2.599741	-0.003024	0.003845	0.006606	-0.261989	-0.067181	0.962730	0.357776	-0.933251	0.032238	0.896302	0.352887	0.268538
58399	9.393095	0.327211	2.600367	-0.002405	0.001190	0.008013	-0.261971	-0.067193	0.962734	0.357776	-0.933252	0.032219	0.896308	0.352883	0.268525
58400	9.406102	0.294842	2.605811	-0.003469	0.002809	0.008031	-0.261968	-0.067211	0.962733	0.357767	-0.933256	0.032198	0.896312	0.352869	0.268529
58401	9.427398	0.342903	2.618440	-0.000671	-0.000215	0.003997	-0.261954	-0.067182	0.962739	0.357772	-0.933253	0.032222	0.896314	0.352882	0.268505
58402	9.396633	0.271975	2.611915	-0.003198	0.007539	0.003771	-0.262009	-0.067177	0.962725	0.357755	-0.933259	0.032243	0.896305	0.352867	0.268555
58403	9.395442	0.329860	2.625243	0.000828	0.001881	0.006270	-0.262001	-0.067176	0.962727	0.357778	-0.933250	0.032249	0.896298	0.352892	0.268547
58404	9.386038	0.307410	2.631063	-0.001962	0.002227	0.006587	-0.261999	-0.067178	0.962727	0.357779	-0.933249	0.032246	0.896298	0.352892	0.268545
58405	9.420360	0.323799	2.648982	-0.002407	0.001191	0.008012	-0.261983	-0.067191	0.962731	0.357780	-0.933250	0.032227	0.896303	0.352889	0.268535
58406	9.405797	0.291270	2.607313	-0.001517	0.003263	0.005160	-0.261994	-0.067184	0.962728	0.357781	-0.933249	0.032239	0.896299	0.352892	0.268543
58407	9.395282	0.327267	2.626142	-0.000236	0.003502	0.006288	-0.262005	-0.067188	0.962725	0.357797	-0.933242	0.032244	0.896289	0.352908	0.268554
58408	9.417590	0.317062	2.626135	-0.001072	0.004300	0.003734	-0.262032	-0.067171	0.962719	0.357799	-0.933241	0.032271	0.896281	0.352916	0.268573
58409	9.405551	0.289732	2.608371	-0.000236	0.003502	0.006288	-0.262037	-0.067175	0.962717	0.357813	-0.933236	0.032273	0.896274	0.352929	0.268578
58410	9.401894	0.342328	2.597680	-0.002853	0.000156	0.009437	-0.262006	-0.067197	0.962724	0.357813	-0.933237	0.032240	0.896283	0.352922	0.268557
58411	9.392560	0.319910	2.603208	-0.002172	-0.002310	0.001724	-0.261979	-0.067140	0.962735	0.357799	-0.933241	0.032281	0.896296	0.352922	0.268512
58412	9.392515	0.319473	2.603424	-0.002362	0.006743	0.006323	-0.262018	-0.067156	0.962724	0.357795	-0.933242	0.032280	0.896286	0.352916	0.268554
58413	9.385629	0.302009	2.633149	-0.000900	0.000608	0.006567	-0.261998	-0.067154	0.962729	0.357804	-0.933239	0.032277	0.896289	0.352925	0.268535
