// General information: 
//  MT Manager version: 2019.2.0 
//  XDA version: 2019.2.0 build 3853 rev 94535 built on 2019-09-09
// Device information: 
//  DeviceId: 00B44109
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.3.5
//  Hardware Version: 1.1.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	Acc_X	Acc_Y	Acc_Z	Gyr_X	Gyr_Y	Gyr_Z
29090	0.033844	0.032028	9.828604	0.001565	-0.001504	0.000021
29091	0.053922	0.029356	9.856440	0.000121	0.004799	-0.002722
29092	0.058717	0.008704	9.829263	0.000201	0.001746	-0.002931
29093	0.085108	0.037085	9.812708	0.000040	0.003163	-0.001309
29094	0.036718	0.035706	9.804749	0.001605	0.001659	-0.001288
29095	0.032864	0.032166	9.828607	-0.002767	-0.001354	-0.003390
29096	0.059397	0.060632	9.812051	0.004734	0.003342	-0.002451
29097	0.030040	0.004866	9.849144	0.000121	0.000110	-0.001517
29098	0.059068	0.060731	9.812053	-0.003009	0.003117	-0.001559
29099	0.056202	0.033023	9.832591	0.001564	0.003186	-0.001184
29100	0.078748	0.058147	9.839895	0.003250	0.001792	-0.002680
29101	0.078572	0.058319	9.839895	0.000201	0.001746	-0.002931
29102	0.030178	0.056864	9.831930	0.000040	0.003163	-0.001309
29103	0.031227	0.032792	9.828610	0.001605	0.001659	-0.001288
29104	0.014673	0.039107	9.776912	0.000080	0.001636	-0.001413
29105	0.084340	0.013608	9.809404	-0.001484	-0.001550	-0.000230
29106	0.051282	0.030071	9.856452	0.001725	0.001769	-0.002805
29107	0.052396	0.006014	9.853134	0.000201	0.001746	-0.002931
29108	0.080149	0.010175	9.833263	-0.001444	0.001613	-0.001538
29109	0.058466	0.037083	9.808741	0.001605	0.001659	-0.001288
29110	0.059659	0.012954	9.805423	-0.001162	0.000305	-0.004678
29111	0.034115	0.036396	9.804756	0.001685	0.003296	-0.002701
29112	0.061712	0.040636	9.784888	-0.001364	0.003249	-0.002952
29113	0.055230	0.009526	9.829283	0.001565	-0.001504	0.000021
29114	0.057621	0.037171	9.808746	-0.001405	0.004776	-0.002847
29115	0.061151	0.040592	9.784892	0.000080	0.001636	-0.001413
29116	0.052006	0.057785	9.835924	0.000080	0.001636	-0.001413
29117	0.044078	0.050747	9.883638	-0.001485	0.003140	-0.001434
29118	0.067921	0.051414	9.887630	-0.000041	0.001527	0.000104
29119	0.051466	0.057565	9.835928	-0.001524	-0.000023	-0.000125
29120	0.038692	0.067216	9.760372	0.000241	0.004909	-0.004239
29121	0.055981	0.036838	9.808757	-0.000202	0.002944	0.001726
29122	0.042976	0.050694	9.883643	0.003412	0.000375	-0.004301
29123	0.051794	0.033682	9.832613	0.000039	0.003163	-0.001309
29124	0.075631	0.034508	9.836607	0.001605	0.001660	-0.001288
29125	0.027396	0.033105	9.828621	0.000121	0.000110	-0.001517
29126	0.055233	0.037344	9.808759	0.000080	0.001636	-0.001413
29127	0.019449	0.026080	9.876332	-0.001444	0.001613	-0.001539
29128	0.057360	-0.011097	9.802125	-0.000001	0.004690	-0.001204
29129	0.058379	0.040699	9.784908	0.000121	0.000110	-0.001517
