// General information: 
//  MT Manager version: 2019.2.0 
//  XDA version: 2019.2.0 build 3853 rev 94535 built on 2019-09-09
// Device information: 
//  DeviceId: 00B44113
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.3.5
//  Hardware Version: 1.1.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	Acc_X	Acc_Y	Acc_Z	Gyr_X	Gyr_Y	Gyr_Z
29090	0.099116	0.042954	10.013053	0.005229	0.002524	0.002470
29091	0.091715	0.041935	10.036346	0.005229	0.002524	0.002470
29092	0.081149	0.075348	10.060947	0.006598	0.003168	0.002672
29093	0.091149	0.043104	10.036346	0.004980	0.002470	0.004133
29094	0.072904	0.059492	10.031867	0.005229	0.002524	0.002470
29095	0.101719	0.081614	9.991064	0.006220	0.004627	0.000852
29096	0.054229	0.076436	10.027384	0.003610	0.001826	0.003931
29097	0.071984	0.061222	10.031863	0.009716	0.002999	0.004894
29098	0.093840	0.081928	10.014349	0.004237	0.000422	0.004087
29099	0.071641	0.062447	10.031858	0.006349	0.003115	0.004334
29100	0.112005	0.082624	10.071193	0.006106	0.001172	0.000962
29101	0.089167	0.047711	10.036343	0.004352	0.003876	0.003976
29102	0.092853	0.084142	10.014339	0.006599	0.003168	0.002670
29103	0.070614	0.064749	10.031851	0.005607	0.001066	0.004289
29104	0.062646	0.048325	10.002781	0.005101	0.004035	-0.001014
29105	0.095157	0.051663	10.013050	0.009716	0.002999	0.004893
29106	0.080562	0.049376	10.059631	0.005229	0.002524	0.002468
29107	0.113244	0.052515	10.069901	0.005607	0.001067	0.004288
29108	0.105282	0.036059	10.040837	0.004602	0.003929	0.002311
29109	0.072236	0.034030	10.030565	0.006733	-0.000233	0.001119
29110	0.079251	0.036207	10.007272	0.006599	0.003169	0.002669
29111	0.071802	0.035301	10.030563	0.005479	0.002577	0.000805
29112	0.075710	0.071825	10.008537	0.007603	0.000306	0.004646
29113	0.119253	0.057672	10.046604	0.005229	0.002525	0.002468
29114	0.075279	0.072899	10.008532	0.003482	0.003338	0.000446
29115	0.097004	0.093539	9.991007	0.009716	0.003000	0.004891
29116	0.085511	0.056906	10.036327	0.004979	0.002472	0.004130
29117	0.100107	0.075963	10.042092	0.006599	0.003169	0.002668
29118	0.074712	0.091043	10.060867	0.007226	0.001764	0.002825
29119	0.073860	0.076189	10.008518	0.005473	0.004470	0.005837
29120	0.080605	0.078209	9.985227	0.005102	0.004034	-0.001017
29121	0.098258	0.062839	9.989743	0.005229	0.002525	0.002467
29122	0.083668	0.060378	10.036322	0.005229	0.002525	0.002467
29123	0.076280	0.059525	10.059610	0.007476	0.001816	0.001162
29124	0.064686	0.062100	9.979456	0.006599	0.003169	0.002667
29125	0.107571	0.032501	9.965209	0.007226	0.001764	0.002825
29126	0.082742	0.063033	10.036313	0.005229	0.002525	0.002466
29127	0.078456	0.027795	10.058368	0.006976	0.001713	0.004488
29128	0.067412	0.045829	10.030551	0.006349	0.003118	0.004330
29129	0.099449	0.033504	9.988501	0.005730	0.002628	-0.000860
29130	0.096039	0.068526	9.989727	0.007469	0.003711	0.006193
29131	0.107024	0.067208	10.069882	0.002983	0.003235	0.003770
29132	0.081095	0.066603	10.036304	0.007226	0.001764	0.002824
29133	0.070053	0.084655	10.008478	0.006599	0.003169	0.002666
29134	0.084020	0.088236	9.961898	0.006223	0.004626	0.000845
29135	0.087139	0.069916	10.013012	0.003976	0.005335	0.002149
29136	0.079638	0.068938	10.036300	0.005856	0.001121	0.002623
29137	0.094240	0.087995	10.042051	0.005723	0.004524	0.004170
29138	0.096970	0.054201	10.040839	0.005730	0.002628	-0.000861
29139	0.078783	0.070726	10.036294	0.006975	0.001714	0.004487
29140	0.103693	0.056977	10.017549	0.006599	0.003170	0.002665
29141	0.063272	0.053542	10.030540	0.005723	0.004524	0.004169
29142	0.120997	0.042277	10.022097	0.005856	0.001121	0.002623
29143	0.080639	0.038904	10.035087	0.007594	0.005270	0.001044
29144	0.062499	0.055504	10.030534	0.006608	-0.001791	0.006266
29145	0.120470	0.044244	10.022095	0.005230	0.002526	0.002464
29146	0.076725	0.059583	9.983954	0.006482	-0.000284	0.002781
29147	0.080108	0.041399	10.035081	0.005723	0.004524	0.004168
29148	0.094711	0.060468	10.040825	0.006106	0.001171	0.000960
29149	0.105271	0.043766	10.068668	0.006600	0.003170	0.002664
29150	0.061287	0.059079	10.030521	0.004603	0.003931	0.002305
29151	0.090168	0.081072	9.989688	0.007970	0.003814	0.002864
29152	0.093512	0.062958	10.040821	0.005355	0.001021	0.005948
29153	0.089213	0.027702	10.062929	0.005731	0.002627	-0.000862
29154	0.075217	0.079904	10.036252	0.004235	0.000427	0.004085
29155	0.100294	0.065952	10.017528	0.005856	0.001121	0.002622
29156	0.100588	0.082178	10.069837	0.006600	0.003170	0.002663
29157	0.060227	0.078823	10.082815	0.006600	0.003170	0.002663
29158	0.066490	0.065176	10.007218	0.003978	0.005336	0.002144
29159	0.091398	0.051208	9.988502	0.005980	-0.000384	0.006107
29160	0.073124	0.067565	9.983930	0.003352	0.006742	0.001984
29161	0.083931	0.066261	10.064098	0.004728	0.002427	0.005788
29162	0.068720	0.048447	10.058361	0.008472	0.003914	-0.000463
29163	0.093554	0.034652	10.039652	0.004979	0.002477	0.004125
29164	0.100534	0.036516	10.016367	0.003860	0.001882	0.002262
29165	0.096725	0.055778	9.965218	0.006600	0.003170	0.002662
29166	0.114790	0.056140	10.022102	0.005974	0.004576	0.002502
29167	0.082192	0.069875	10.064088	0.007601	0.000311	0.004644
29168	0.067186	0.051987	10.058354	0.004111	0.001932	0.000599
29169	0.063412	0.071185	10.007197	0.005230	0.002527	0.002462
29170	0.070257	0.073172	9.983911	0.006225	0.004625	0.000839
29171	0.077143	0.075255	9.960624	0.007226	0.001766	0.002821
29172	0.099058	0.056972	10.068665	0.006481	-0.000283	0.002781
29173	0.080857	0.073380	10.064073	0.003727	0.005288	0.003804
29174	0.105586	0.059421	10.045382	0.006851	0.003220	0.000998
29175	0.079662	0.058829	10.011777	0.004728	0.002429	0.005786
29176	0.104683	0.044948	9.993085	0.007600	0.000312	0.004643
29177	0.054228	0.074603	10.030458	0.005732	0.002625	-0.000864
29178	0.082600	0.042065	10.062936	0.007468	0.003717	0.006185
29179	0.104392	0.062588	10.045375	0.005481	0.002576	0.000798
29180	0.089173	0.044787	10.039652	0.007971	0.003815	0.002859
29181	0.078190	0.062774	10.011764	0.005856	0.001122	0.002621
29182	0.095781	0.047433	10.016368	0.005349	0.005981	0.002339
29183	0.088216	0.046599	10.039652	0.005855	0.001122	0.002621
29184	0.080379	0.029989	10.010648	0.003608	0.001835	0.003923
29185	0.084703	0.081937	10.040762	0.006226	0.004625	0.000836
29186	0.069303	0.063974	10.035043	0.003979	0.005338	0.002138
29187	0.083344	0.067378	9.988477	0.008596	0.002410	0.003019
29188	0.090751	0.085237	10.017474	0.006852	0.003220	0.000996
29189	0.115993	0.087054	10.051086	0.005723	0.004528	0.004160
29190	0.064722	0.101035	10.036135	0.007345	0.005221	0.002697
29191	0.071454	0.103069	10.012850	0.005723	0.004529	0.004160
29192	0.085972	0.122170	10.018562	0.006852	0.003220	0.000996
29193	0.070824	0.104387	10.012841	0.006974	0.001718	0.004482
29194	0.100423	0.141943	10.024263	0.005230	0.002528	0.002459
29195	0.073800	0.086991	10.064019	0.007719	0.003768	0.004520
29196	0.101681	0.038916	10.044276	0.008848	0.002458	0.001356
29197	0.060482	0.004130	9.952671	0.003608	0.001836	0.003922
29198	0.070946	-0.012635	9.980584	0.006600	0.003172	0.002658
29199	0.048639	-0.031950	9.998157	0.003981	0.000383	0.005746
29200	0.089375	0.004146	10.089761	0.009593	0.004507	0.001393
29201	0.089121	0.004868	10.089763	0.004737	0.000526	0.000758
29202	0.092188	0.009747	9.963019	0.007971	0.003816	0.002856
29203	0.114147	0.030284	9.945445	0.006228	-0.000330	0.004443
29204	0.089407	0.061184	10.016353	0.005855	0.001123	0.002619
29205	0.103864	0.041631	10.147737	0.005482	0.002575	0.000795
29206	0.104228	0.096558	10.074318	0.005976	0.004577	0.002494
29207	0.041877	0.112099	9.979141	0.008223	0.003863	0.001193
29208	0.055644	0.099708	9.880312	0.005351	0.001029	0.005944
