// General information: 
//  MT Manager version: 2019.2.0 
//  XDA version: 2019.2.0 build 3853 rev 94535 built on 2019-09-09
// Device information: 
//  DeviceId: 00B44112
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.3.5
//  Hardware Version: 1.1.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	Acc_X	Acc_Y	Acc_Z	Gyr_X	Gyr_Y	Gyr_Z
29090	0.005207	-0.038081	10.046988	0.000050	-0.000131	0.001533
29091	0.058673	-0.027124	10.045400	-0.001318	-0.000330	0.006213
29092	0.022190	-0.067742	10.040815	-0.002729	0.001635	0.003343
29093	0.033378	-0.017347	10.023976	-0.002779	0.001766	0.001810
29094	0.009792	-0.011508	10.026562	-0.002934	0.000126	0.003229
29095	-0.013686	-0.005520	10.029148	0.000149	-0.000393	0.004598
29096	0.009808	-0.011864	10.026562	-0.004450	0.000320	0.003311
29097	0.001991	-0.031318	9.998962	-0.002031	-0.004596	0.002807
29098	0.011837	-0.016422	10.050570	0.000149	-0.000393	0.004598
29099	0.033790	-0.018476	10.023973	-0.001368	-0.000199	0.004680
29100	0.018407	0.006553	10.054159	-0.003188	-0.001252	0.001583
29101	0.035652	-0.023095	10.047980	-0.001777	-0.003218	0.004453
29102	0.005922	-0.040476	10.046978	-0.003138	-0.001383	0.003116
29103	-0.034505	-0.005170	10.055748	-0.001368	-0.000199	0.004680
29104	0.012465	-0.017730	10.050567	-0.004450	0.000320	0.003312
29105	0.026399	-0.039155	9.996366	-0.001721	-0.001315	-0.000032
29106	0.012568	-0.018277	10.050566	-0.002983	0.000257	0.001697
29107	0.007738	-0.045912	10.070982	-0.001523	-0.001840	0.006100
29108	0.053242	-0.054190	10.041790	-0.001417	-0.000068	0.003148
29109	0.037867	-0.029164	10.071982	-0.003138	-0.001383	0.003116
29110	-0.001542	-0.061424	10.019368	-0.000056	-0.001903	0.004485
29111	0.003469	-0.034160	9.998953	-0.002834	-0.000136	0.006295
29112	0.011582	-0.015346	10.026555	-0.003188	-0.001252	0.001583
29113	0.014930	-0.023965	10.074571	-0.003294	-0.003023	0.004535
29114	0.035420	-0.022128	10.023960	-0.002983	0.000258	0.001697
29115	0.004053	-0.035186	9.998949	0.001255	-0.003607	0.004289
29116	0.017276	0.011318	10.006141	-0.001622	-0.001577	0.003034
29117	0.031085	-0.049883	10.044368	-0.003089	-0.001514	0.004649
29118	0.030193	0.017603	10.105769	0.000255	0.001378	0.001647
29119	0.012459	-0.016601	10.026552	-0.002834	-0.000136	0.006296
29120	0.017295	0.010528	10.006142	-0.002778	0.001767	0.001811
29121	0.004385	-0.036296	9.998945	-0.003294	-0.003023	0.004535
29122	-0.009228	-0.015286	10.053154	0.001410	-0.001967	0.002870
29123	0.037822	-0.027736	10.047961	-0.004450	0.000321	0.003312
29124	0.028181	-0.043059	9.996345	-0.002884	-0.000005	0.004763
29125	0.029750	-0.047429	10.020352	-0.001417	-0.000068	0.003148
29126	-0.017129	-0.035276	10.025546	-0.001573	-0.001709	0.004567
29127	0.009655	-0.049969	10.070961	-0.003040	-0.001646	0.006182
29128	0.005037	-0.037728	9.998939	-0.001417	-0.000068	0.003148
29129	0.020447	-0.063204	9.968731	-0.002983	0.000258	0.001697
29130	0.038143	-0.029300	10.047955	0.000149	-0.000395	0.004599
29131	0.039713	-0.033675	10.071961	-0.004450	0.000321	0.003313
29132	0.016224	-0.027812	10.074559	-0.001367	-0.000200	0.004681
29133	0.013027	-0.019627	10.026546	-0.001211	0.001441	0.003262
29134	-0.010451	-0.013685	10.029144	-0.003089	-0.001514	0.004649
29135	-0.005285	0.013413	10.008743	-0.003246	-0.003155	0.006068
29136	0.023058	-0.005461	10.078161	-0.001417	-0.000068	0.003148
29137	0.016547	-0.028938	10.074555	-0.002983	0.000258	0.001698
29138	0.036952	-0.027157	10.023942	-0.004556	-0.001451	0.006264
29139	0.013557	-0.021219	10.026542	0.000099	-0.000264	0.003066
29140	0.013639	-0.021372	10.026541	-0.003139	-0.001382	0.003116
29141	0.007216	-0.044778	10.022933	0.000099	-0.000264	0.003066
29142	-0.016251	-0.038753	10.025534	-0.002884	-0.000005	0.004763
29143	0.007128	-0.045278	10.022931	-0.004293	0.001963	0.001894
29144	0.013631	-0.022244	10.026539	-0.000057	-0.001905	0.004484
29145	0.005579	-0.041395	9.998924	-0.001211	0.001441	0.003262
29146	0.037138	-0.028619	10.023937	-0.001623	-0.001578	0.003034
29147	0.015291	-0.026848	10.050543	-0.002983	0.000259	0.001698
29148	0.015271	-0.027145	10.050543	-0.002933	0.000127	0.003231
29149	-0.008210	-0.021194	10.053145	-0.001417	-0.000069	0.003148
29150	0.013688	-0.023492	10.026537	-0.004450	0.000322	0.003313
29151	0.012267	-0.019636	10.002531	-0.001780	-0.003219	0.004452
29152	0.015622	-0.028224	10.050539	-0.003189	-0.001250	0.001583
29153	-0.007793	-0.022356	10.053142	-0.002884	-0.000005	0.004764
29154	0.039088	-0.034909	10.047933	-0.001211	0.001440	0.003263
29155	0.019008	0.002715	10.006144	-0.001574	-0.001710	0.004567
29156	0.014060	-0.024921	10.026533	-0.002727	0.001636	0.003345
29157	0.023553	-0.010215	10.078156	-0.001211	0.001440	0.003263
29158	0.020262	-0.002071	10.030149	-0.002777	0.001768	0.001812
29159	0.012094	-0.021357	10.002528	-0.001417	-0.000069	0.003148
29160	0.013828	-0.025688	10.026531	-0.001731	-0.003351	0.005985
29161	0.013923	-0.025836	10.026530	-0.001211	0.001440	0.003263
29162	0.015493	-0.030154	10.050534	-0.001624	-0.001578	0.003034
29163	0.017190	-0.034647	10.074536	-0.004706	-0.001054	0.001666
29164	0.007590	-0.049924	10.022908	-0.002884	-0.000005	0.004764
29165	0.037526	-0.033061	10.023922	-0.001112	0.001176	0.006329
29166	0.007454	-0.050330	10.022907	-0.002983	0.000259	0.001698
29167	0.017011	-0.035727	10.074532	-0.002727	0.001636	0.003346
29168	0.017003	-0.036021	10.074531	-0.003091	-0.001514	0.004649
29169	-0.015911	-0.045048	10.025508	-0.003396	-0.002759	0.001469
29170	0.019211	-0.000727	10.006144	0.000149	-0.000397	0.004599
29171	0.036099	-0.030286	9.999914	-0.002677	0.001504	0.004879
29172	-0.001113	-0.003329	10.056756	-0.003297	-0.003023	0.004534
29173	0.025718	-0.018130	10.102153	-0.001624	-0.001578	0.003034
29174	0.022679	-0.009917	10.054148	-0.001368	-0.000201	0.004681
29175	0.013025	-0.024937	10.002518	-0.001467	0.000064	0.001616
29176	-0.010585	-0.018865	10.005126	-0.000904	0.002684	0.006444
29177	0.015864	-0.033619	10.050522	-0.002983	0.000260	0.001698
29178	0.022445	-0.010761	10.054147	-0.004656	-0.001186	0.003199
29179	0.016064	-0.034241	10.050520	-0.000058	-0.001906	0.004484
29180	0.016083	-0.034379	10.050519	-0.002677	0.001504	0.004879
29181	0.012956	-0.026296	10.002515	-0.003091	-0.001514	0.004649
29182	0.009610	-0.058213	10.046888	-0.002933	0.000127	0.003231
29183	0.016215	-0.035205	10.050516	-0.001674	-0.001445	0.001501
29184	0.039753	-0.041706	10.047905	-0.004350	0.000058	0.006380
29185	0.008122	-0.054686	10.022883	0.001822	0.001047	0.003098
29186	0.025900	-0.020918	10.102147	-0.004657	-0.001185	0.003199
29187	0.021272	-0.008729	10.030143	-0.002884	-0.000005	0.004764
29188	0.014747	-0.032106	10.026511	0.000148	-0.000398	0.004599
29189	0.029327	0.009973	10.057776	-0.004242	0.001833	0.003429
29190	0.027694	0.013958	10.033775	0.000148	-0.000398	0.004599
29191	0.002596	0.024222	10.012385	-0.002775	0.001769	0.001813
29192	-0.022431	0.034331	9.990996	-0.002992	-0.001780	0.007715
29193	0.010707	0.042613	10.040022	-0.004242	0.001833	0.003429
29194	0.032515	0.040386	10.013412	-0.000049	0.000133	-0.001533
29195	0.020920	-0.010264	10.030142	0.000405	0.000978	0.006247
29196	0.039349	-0.043955	10.047897	-0.001417	-0.000069	0.003149
29197	-0.000261	-0.075981	9.995235	-0.001625	-0.001578	0.003034
29198	-0.016417	-0.114288	9.939961	-0.002933	0.000128	0.003231
29199	-0.005190	-0.103858	10.015595	-0.001417	-0.000069	0.003149
29200	0.029506	-0.099714	10.088618	-0.004351	0.000058	0.006380
29201	0.007693	-0.097849	10.115228	0.001407	-0.001971	0.002868
29202	0.055016	-0.070478	10.017640	-0.005916	0.000388	0.004930
29203	0.028554	-0.056331	9.972250	-0.003349	-0.002890	0.003001
29204	0.015012	-0.035451	10.026499	-0.000010	-0.002041	0.006017
29205	0.026349	-0.024967	10.102136	-0.002933	0.000128	0.003232
29206	-0.014026	0.010404	10.111003	-0.002884	-0.000005	0.004765
29207	-0.004858	0.001586	9.984753	-0.004608	-0.001317	0.004732
29208	-0.011011	0.018246	9.888757	0.001615	-0.000463	0.002983
29209	0.001804	0.024600	9.988395	-0.002983	0.000261	0.001699
29210	0.031496	0.001274	10.081776	-0.002884	-0.000005	0.004765
29211	0.016229	0.026216	10.112033	-0.003141	-0.001381	0.003116
29212	0.051886	0.002784	10.031164	-0.004242	0.001833	0.003430
29213	0.017089	-0.001893	9.958140	-0.001417	-0.000069	0.003149
29214	-0.004738	-0.000030	9.984753	-0.001675	-0.001445	0.001500
29215	0.001577	-0.017011	10.080747	-0.001417	-0.000069	0.003149
29216	-0.003446	-0.044743	10.101099	-0.004449	0.000325	0.003315
29217	0.007211	-0.057583	9.998843	0.000148	-0.000400	0.004599
29218	0.027578	-0.055383	9.948231	0.000049	-0.000133	0.001533
29219	0.029052	-0.099748	10.064574	-0.001943	-0.004862	0.005869
29220	0.015594	-0.078967	10.118830	-0.003141	-0.001381	0.003116
29221	0.007439	-0.098285	10.091183	-0.002775	0.001770	0.001814
29222	0.004556	-0.050083	9.950842	-0.002933	0.000128	0.003232
29223	0.011054	-0.026989	9.954490	0.000258	0.001375	0.001649
29224	-0.014146	-0.056782	10.025451	-0.003509	-0.004532	0.004418
29225	0.010641	-0.000078	10.108389	-0.003300	-0.003023	0.004534
29226	0.007672	0.008034	10.060395	-0.002884	-0.000006	0.004765
29227	0.023391	0.022564	9.937790	-0.003191	-0.001247	0.001583
29228	0.034784	0.032831	10.013432	-0.003142	-0.001381	0.003117
29229	0.016088	0.026193	10.088043	-0.001368	-0.000203	0.004682
29230	0.022614	0.049290	10.091696	-0.001159	0.001306	0.004798
29231	-0.020299	0.025884	9.991026	0.000099	-0.000267	0.003066
29232	0.023495	0.021627	9.937792	-0.004449	0.000325	0.003315
29233	-0.001730	-0.008398	10.008750	-0.003301	-0.003023	0.004534
29234	0.021649	-0.054819	10.098459	0.001505	-0.002240	0.005934
29235	0.020024	-0.050733	10.074462	-0.004082	0.003476	0.002014
29236	-0.003047	-0.112394	10.015504	-0.004449	0.000326	0.003315
29237	0.047324	-0.093505	9.965920	-0.001368	-0.000203	0.004682
29238	-0.003058	-0.112901	10.015498	-0.002933	0.000128	0.003232
