// General information: 
//  MT Manager version: 2019.2.0 
//  XDA version: 2019.2.0 build 3853 rev 94535 built on 2019-09-09
// Device information: 
//  DeviceId: 00B44112
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.3.5
//  Hardware Version: 1.1.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	Acc_X	Acc_Y	Acc_Z	Gyr_X	Gyr_Y	Gyr_Z
25641	9.769494	0.090427	0.149447	-0.001348	-0.000415	0.002932
25642	9.810869	0.118489	0.127960	-0.000705	-0.000681	0.004947
25643	9.796961	0.123667	0.108831	-0.005892	0.002440	0.006710
25644	9.794290	0.075744	0.096703	-0.002053	-0.001096	0.007880
25645	9.814314	0.077616	0.082750	-0.001206	-0.002745	0.003287
25646	9.811258	0.070379	0.207002	-0.003259	0.002323	0.007808
25647	9.806872	0.044761	0.109710	-0.001348	-0.000415	0.002933
25648	9.819084	0.060991	0.043837	-0.000141	0.002329	-0.000354
25649	9.779047	0.056128	0.071643	-0.003197	0.003270	0.000845
25650	9.822119	0.062408	0.135729	-0.001206	0.003419	-0.000072
25651	9.782075	0.057499	0.163693	-0.005328	0.005450	0.001409
25652	9.802090	0.059769	0.150299	-0.004121	0.002031	0.001481
25653	9.776352	0.008475	0.060760	-0.001489	0.001914	0.002579
25654	9.806850	0.044030	0.112006	-0.003619	0.010258	-0.000215
25655	9.709419	0.079029	0.193726	-0.001630	0.004243	0.002226
25656	9.778613	0.095686	0.211112	-0.002554	0.003004	0.002861
25657	9.789506	0.088124	0.139168	-0.003338	-0.000565	0.003850
25658	9.761702	0.099292	0.100619	-0.002273	-0.001655	0.003568
25659	9.803096	0.127459	0.079286	-0.000564	0.003153	0.001944
25660	9.778305	0.140022	0.132242	-0.004686	-0.000981	0.006783
25661	9.790871	0.109931	0.145256	-0.002054	-0.001098	0.007882
25662	9.760370	0.073830	0.094589	-0.003055	0.000941	0.001200
25663	9.810899	0.111711	0.131636	-0.001488	0.001913	0.002580
25664	9.770851	0.106542	0.159440	-0.000987	0.003976	0.004242
25665	9.755601	0.088222	0.134262	-0.002696	-0.000832	0.005867
25666	9.806849	0.039602	0.113680	-0.003338	-0.000565	0.003851
25667	9.826877	0.041551	0.099802	-0.001631	-0.001922	0.005584
25668	9.794307	0.068306	0.100478	-0.002772	0.002447	-0.001451
25669	9.789538	0.083457	0.139758	-0.000204	0.001379	0.006612
25670	9.788185	0.059279	0.133732	-0.001771	0.000407	0.005232
25671	9.800729	0.029439	0.146885	-0.004403	0.000525	0.004134
25672	9.772931	0.040493	0.108484	-0.003761	0.000257	0.006150
25673	9.768164	0.055339	0.147777	-0.002976	0.003826	0.005162
25674	9.789550	0.081091	0.140327	0.000000	0.000000	0.000000
25675	9.829607	0.085492	0.112704	-0.002979	-0.002339	0.008519
25676	9.794326	0.064581	0.101081	-0.002836	0.001496	0.005515
25677	9.828251	0.060885	0.106614	-0.001990	-0.000149	0.000918
25678	9.770898	0.100597	0.160472	-0.002190	0.007394	0.004175
25679	9.758366	0.129519	0.147753	-0.001771	0.000406	0.005233
25680	9.790929	0.102109	0.147043	-0.002273	-0.001656	0.003570
25681	9.794331	0.062683	0.101768	-0.001771	0.000406	0.005233
25682	9.790937	0.101356	0.147052	-0.003055	0.000941	0.001201
25683	9.777043	0.106848	0.128014	-0.001910	0.002735	0.004881
25684	9.817105	0.111113	0.100490	-0.002557	-0.003163	0.006222
25685	9.812997	0.039752	0.082042	-0.002836	0.001496	0.005517
25686	9.774315	0.058023	0.115711	-0.000706	-0.000685	0.004951
25687	9.788211	0.051712	0.134972	-0.002835	0.001496	0.005517
25688	9.783452	0.066575	0.174163	-0.001771	0.000405	0.005234
25689	9.794352	0.058823	0.102128	-0.003761	0.000256	0.006153
25690	9.786839	0.026468	0.129008	-0.001771	0.000405	0.005235
25691	9.792977	0.034254	0.096090	-0.002413	0.000673	0.003218
25692	9.809628	0.075298	0.127683	0.001145	0.001793	0.003681
25693	9.774330	0.054820	0.116049	-0.003841	-0.002627	0.002190
25694	9.790984	0.095836	0.147584	-0.002974	0.003825	0.005166
25695	9.790985	0.095422	0.147806	-0.002413	0.000673	0.003218
25696	9.790986	0.095008	0.148029	-0.002974	0.003825	0.005166
25697	9.764593	0.129801	0.115941	-0.002413	0.000673	0.003219
25698	9.812404	0.120263	0.140700	-0.002413	0.000673	0.003219
25699	9.789392	0.115901	0.063302	-0.000626	0.002197	0.008917
25700	9.797141	0.101123	0.115668	-0.000203	0.001375	0.006617
25701	9.791004	0.092286	0.148551	-0.002558	-0.003164	0.006224
25702	9.777123	0.097634	0.129211	-0.002412	0.000673	0.003219
25703	9.794375	0.052513	0.103320	-0.003477	0.001763	0.003503
25704	9.774343	0.049676	0.117230	-0.002835	0.001495	0.005520
25705	9.788232	0.043215	0.136417	-0.000991	-0.002194	0.007606
25706	9.808269	0.044981	0.122580	-0.006393	0.000376	0.005058
25707	9.792990	0.026551	0.097247	0.001503	0.000014	0.008352
25708	9.760470	0.053061	0.098118	-0.006246	0.004213	0.002054
25709	9.829700	0.069552	0.115500	-0.001486	0.001912	0.002584
25710	9.774352	0.046624	0.117753	-0.001771	0.000404	0.005237
25711	9.791036	0.087448	0.149341	-0.002834	0.001494	0.005521
25712	9.775755	0.069141	0.124132	-0.002834	0.001494	0.005521
25713	9.783312	0.100529	0.097526	-0.002550	0.003002	0.002869
25714	9.811076	0.088428	0.136128	-0.003761	0.000255	0.006157
25715	9.777161	0.091471	0.130822	-0.000560	0.003151	0.001950
25716	9.777166	0.091099	0.130716	-0.000432	-0.005347	0.005657
25717	9.803363	0.101346	0.083844	-0.004118	0.002033	0.001487
25718	9.783329	0.098534	0.097867	-0.002330	0.003553	0.007188
25719	9.797211	0.092076	0.117336	-0.002834	0.001493	0.005522
25720	9.777178	0.089231	0.131129	-0.003339	-0.000567	0.003857
25721	9.815845	0.069960	0.097491	-0.001770	0.000403	0.005239
25722	9.815846	0.069673	0.097619	-0.002127	0.002181	0.000568
25723	9.760483	0.046801	0.099971	-0.005888	0.002435	0.006727
25724	9.795813	0.066209	0.111660	-0.002055	-0.001107	0.007892
25725	9.808277	0.036268	0.124774	-0.001485	0.001911	0.002586
25726	9.795818	0.065196	0.111855	-0.002192	0.001223	0.007542
25727	9.775782	0.062303	0.125638	-0.001349	-0.000418	0.002938
25728	9.755744	0.059593	0.139501	-0.004539	0.002853	0.003791
25729	9.795823	0.063984	0.112077	-0.002275	-0.001658	0.003573
25730	9.797246	0.087134	0.118166	-0.001770	0.000402	0.005240
25731	9.795830	0.062936	0.112044	-0.001129	0.000131	0.007258
25732	9.778637	0.107378	0.138093	-0.004622	-0.000026	-0.000178
25733	9.797256	0.085851	0.118269	-0.000202	0.001370	0.006623
25734	9.778645	0.106545	0.138203	-0.003339	-0.000567	0.003858
25735	9.832600	0.104978	0.129987	-0.002833	0.001492	0.005525
25736	9.777226	0.082067	0.132207	-0.002412	0.000672	0.003223
25737	9.784824	0.113460	0.105454	-0.001770	0.000401	0.005241
25738	9.777231	0.081281	0.132322	-0.000422	0.000820	0.002303
25739	9.797279	0.083057	0.118387	-0.004836	-0.004826	0.009802
25740	9.794423	0.035479	0.105965	-0.002768	0.002453	-0.001449
25741	9.775813	0.056343	0.126035	-0.004182	0.001072	0.008465
25742	9.789685	0.049841	0.145387	-0.000843	0.001640	0.004606
25743	9.795858	0.057540	0.112522	-0.003760	0.000252	0.006162
25744	9.760515	0.036877	0.100974	-0.002833	0.001491	0.005527
25745	9.795861	0.056466	0.112764	-0.000843	0.001639	0.004607
25746	9.795861	0.056112	0.112939	-0.001484	0.001910	0.002588
25747	9.783434	0.085073	0.099979	-0.001128	0.000129	0.007261
25748	9.777263	0.076296	0.132917	-0.003339	-0.000567	0.003860
25749	9.798748	0.101697	0.125486	-0.002327	0.003549	0.007196
25750	9.778705	0.098935	0.139561	-0.003188	0.003273	0.000855
25751	9.766281	0.128114	0.126745	-0.000843	0.001639	0.004607
25752	9.812615	0.094659	0.145440	-0.002833	0.001491	0.005528
25753	9.771028	0.111727	0.087931	-0.002833	0.001491	0.005528
25754	9.798756	0.099630	0.126545	0.000506	0.002058	0.001668
25755	9.798755	0.099279	0.126888	-0.004031	0.004911	0.005463
25756	9.797313	0.075123	0.120813	-0.002562	-0.003169	0.006229
25757	9.797317	0.074607	0.120853	-0.000978	0.003968	0.004258
25758	9.755777	0.045797	0.142367	-0.003760	0.000252	0.006165
25759	9.795872	0.049953	0.114931	-0.001770	0.000399	0.005244
25760	9.771094	0.062389	0.167765	-0.002698	-0.000840	0.005880
25761	9.829783	0.045401	0.120327	-0.003339	-0.000568	0.003861
25762	9.748114	0.057981	0.090146	-0.002411	0.000671	0.003225
25763	9.829787	0.044584	0.120380	-0.003760	0.000251	0.006166
25764	9.782025	0.053448	0.095657	-0.000707	-0.000692	0.004959
25765	9.812660	0.088398	0.146371	-0.003339	-0.000568	0.003861
25766	9.763441	0.073873	0.115560	-0.003474	0.001762	0.003511
25767	9.798805	0.093584	0.127336	-0.002411	0.000671	0.003226
25768	9.798809	0.093114	0.127383	0.000862	0.000274	0.006344
