// General information: 
//  MT Manager version: 2019.2.0 
//  XDA version: 2019.2.0 build 3853 rev 94535 built on 2019-09-09
// Device information: 
//  DeviceId: 00B43FA9
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.3.5
//  Hardware Version: 1.1.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	Acc_X	Acc_Y	Acc_Z	Gyr_X	Gyr_Y	Gyr_Z	Mat[1][1]	Mat[2][1]	Mat[3][1]	Mat[1][2]	Mat[2][2]	Mat[3][2]	Mat[1][3]	Mat[2][3]	Mat[3][3]
42075	9.464016	-0.207092	-2.404947	-0.000424	0.004107	0.001289	0.213259	0.124346	0.969050	0.570903	-0.820766	-0.020320	0.792837	0.557567	-0.246025
42076	9.409124	-0.185356	-2.395560	0.001255	0.001114	-0.001357	0.213271	0.124368	0.969045	0.570912	-0.820760	-0.020312	0.792827	0.557572	-0.246048
42077	9.423735	-0.196644	-2.411445	0.000130	0.001983	0.001765	0.213294	0.124360	0.969041	0.570906	-0.820764	-0.020330	0.792826	0.557567	-0.246061
42078	9.427181	-0.169787	-2.389784	0.000831	0.005221	-0.000068	0.213280	0.124348	0.969045	0.570910	-0.820761	-0.020333	0.792827	0.557574	-0.246044
42079	9.417181	-0.200130	-2.377197	-0.000804	-0.000150	-0.006045	0.213274	0.124417	0.969038	0.570914	-0.820760	-0.020273	0.792825	0.557561	-0.246078
42080	9.423925	-0.196303	-2.410732	0.002068	0.002954	0.002650	0.213294	0.124396	0.969036	0.570921	-0.820754	-0.020305	0.792814	0.557575	-0.246082
42081	9.419470	-0.154654	-2.406816	0.000130	0.001983	0.001765	0.213318	0.124387	0.969032	0.570914	-0.820758	-0.020324	0.792813	0.557570	-0.246097
42082	9.449831	-0.195831	-2.387376	-0.000554	0.002125	-0.000477	0.213327	0.124396	0.969029	0.570908	-0.820763	-0.020320	0.792815	0.557561	-0.246110
42083	9.424080	-0.196535	-2.410105	-0.000554	0.002125	-0.000477	0.213336	0.124407	0.969026	0.570901	-0.820767	-0.020314	0.792817	0.557552	-0.246123
42084	9.449963	-0.195797	-2.386855	0.002077	0.004645	0.000613	0.213331	0.124393	0.969028	0.570913	-0.820759	-0.020327	0.792810	0.557568	-0.246111
