// General information: 
//  MT Manager version: 2019.2.0 
//  XDA version: 2019.2.0 build 3853 rev 94535 built on 2019-09-09
// Device information: 
//  DeviceId: 00B44058
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.3.5
//  Hardware Version: 1.1.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	Acc_X	Acc_Y	Acc_Z	Gyr_X	Gyr_Y	Gyr_Z	Mat[1][1]	Mat[2][1]	Mat[3][1]	Mat[1][2]	Mat[2][2]	Mat[3][2]	Mat[1][3]	Mat[2][3]	Mat[3][3]
42075	9.439543	-0.272544	2.588703	-0.002237	0.002956	0.005851	-0.207948	-0.166971	0.963783	0.542809	-0.839379	-0.028300	0.813705	0.517265	0.265181
42076	9.398407	-0.263014	2.588891	-0.002983	0.003941	0.007801	-0.207950	-0.166992	0.963779	0.542805	-0.839381	-0.028319	0.813707	0.517256	0.265193
42077	9.379943	-0.278942	2.584541	-0.000420	0.003274	0.002541	-0.207975	-0.166965	0.963779	0.542811	-0.839379	-0.028280	0.813697	0.517268	0.265200
42078	9.445269	-0.249873	2.613274	-0.004795	0.000405	0.004854	-0.207965	-0.166943	0.963785	0.542786	-0.839395	-0.028275	0.813716	0.517249	0.265179
42079	9.379817	-0.279995	2.584884	-0.001493	0.003579	0.007029	-0.207968	-0.166956	0.963782	0.542792	-0.839391	-0.028282	0.813711	0.517251	0.265189
42080	9.439109	-0.275457	2.589976	-0.002980	0.002332	0.004672	-0.207976	-0.166942	0.963782	0.542781	-0.839398	-0.028269	0.813716	0.517244	0.265188
42081	9.389967	-0.297896	2.599830	-0.001819	0.001290	0.006438	-0.207964	-0.166938	0.963786	0.542783	-0.839397	-0.028272	0.813718	0.517247	0.265175
42082	9.397951	-0.266421	2.590200	-0.002236	0.002955	0.005851	-0.207967	-0.166937	0.963785	0.542781	-0.839398	-0.028269	0.813719	0.517245	0.265177
42083	9.410217	-0.275964	2.571407	-0.002236	0.002955	0.005851	-0.207972	-0.166936	0.963784	0.542778	-0.839400	-0.028267	0.813719	0.517243	0.265181
42084	9.414078	-0.260148	2.628977	-0.002564	0.002274	0.008389	-0.207956	-0.166953	0.963785	0.542779	-0.839399	-0.028290	0.813723	0.517239	0.265177
42085	9.407998	-0.285170	2.605416	-0.005212	0.002070	0.004266	-0.207963	-0.166934	0.963787	0.542749	-0.839419	-0.028280	0.813741	0.517213	0.265171
42086	9.409944	-0.277977	2.572190	0.000323	0.005504	0.006848	-0.207981	-0.166955	0.963779	0.542770	-0.839405	-0.028281	0.813723	0.517228	0.265199
42087	9.420141	-0.295283	2.587003	-0.000330	0.000927	0.005666	-0.207971	-0.166943	0.963783	0.542783	-0.839397	-0.028272	0.813717	0.517245	0.265183
42088	9.409768	-0.279187	2.572701	-0.001492	0.003577	0.007029	-0.207976	-0.166954	0.963780	0.542789	-0.839393	-0.028277	0.813711	0.517248	0.265194
42089	9.409651	-0.279763	2.573066	-0.001163	0.004257	0.004491	-0.207999	-0.166949	0.963776	0.542792	-0.839392	-0.028259	0.813703	0.517252	0.265211
42090	9.432199	-0.305960	2.568833	-0.004468	0.002693	0.005444	-0.208004	-0.166944	0.963776	0.542771	-0.839405	-0.028258	0.813716	0.517232	0.265212
42091	9.427843	-0.265617	2.578275	-0.003307	0.001650	0.007210	-0.207991	-0.166948	0.963778	0.542762	-0.839410	-0.028272	0.813725	0.517222	0.265203
42092	9.413320	-0.265240	2.631183	-0.000748	0.004199	0.008208	-0.207988	-0.166972	0.963775	0.542777	-0.839400	-0.028290	0.813716	0.517231	0.265214
42093	9.407250	-0.290267	2.607554	-0.004378	-0.001261	0.005440	-0.207961	-0.166946	0.963785	0.542756	-0.839414	-0.028289	0.813737	0.517217	0.265176
42094	9.409248	-0.283114	2.574173	0.000325	0.005502	0.006849	-0.207978	-0.166967	0.963778	0.542778	-0.839400	-0.028291	0.813718	0.517233	0.265203
42095	9.407058	-0.291475	2.608112	-0.002978	0.002331	0.004672	-0.207984	-0.166954	0.963779	0.542767	-0.839407	-0.028279	0.813724	0.517225	0.265200
42096	9.404779	-0.243212	2.584031	-0.002234	0.002953	0.005851	-0.207988	-0.166955	0.963777	0.542766	-0.839408	-0.028278	0.813723	0.517224	0.265204
42097	9.406901	-0.292668	2.608546	-0.001818	0.001287	0.006438	-0.207977	-0.166950	0.963781	0.542768	-0.839406	-0.028280	0.813725	0.517228	0.265192
42098	9.414905	-0.261301	2.598976	-0.002979	0.003937	0.007801	-0.207978	-0.166972	0.963777	0.542764	-0.839408	-0.028299	0.813727	0.517218	0.265204
42099	9.425071	-0.278796	2.613819	-0.003722	0.003314	0.006622	-0.207981	-0.166979	0.963775	0.542751	-0.839416	-0.028309	0.813735	0.517202	0.265211
42100	9.408671	-0.286919	2.575862	-0.001905	0.003634	0.003313	-0.208004	-0.166963	0.963773	0.542748	-0.839419	-0.028283	0.813731	0.517203	0.265221
42101	9.404326	-0.246431	2.585375	-0.001074	0.001909	0.007617	-0.207990	-0.166972	0.963774	0.542759	-0.839412	-0.028295	0.813728	0.517212	0.265215
42102	9.408492	-0.288194	2.576373	-0.001490	0.003574	0.007029	-0.207994	-0.166984	0.963771	0.542765	-0.839408	-0.028301	0.813723	0.517215	0.265225
42103	9.402017	-0.255609	2.619627	0.000327	0.005499	0.006849	-0.208015	-0.167005	0.963763	0.542785	-0.839395	-0.028301	0.813704	0.517229	0.265254
42104	9.449262	-0.299827	2.577256	-0.004050	0.001026	0.006031	-0.208001	-0.166994	0.963768	0.542768	-0.839406	-0.028305	0.813719	0.517215	0.265236
42105	9.397923	-0.273376	2.562737	-0.002977	0.002330	0.004672	-0.208007	-0.166981	0.963769	0.542757	-0.839413	-0.028293	0.813725	0.517207	0.265234
42106	9.426491	-0.275309	2.582197	-0.002233	0.002951	0.005851	-0.208014	-0.166981	0.963767	0.542756	-0.839414	-0.028291	0.813724	0.517206	0.265240
42107	9.414071	-0.266951	2.601422	-0.002561	0.000664	0.005259	-0.208003	-0.166964	0.963773	0.542749	-0.839418	-0.028284	0.813731	0.517204	0.265221
