// General information: 
//  MT Manager version: 2019.2.0 
//  XDA version: 2019.2.0 build 3853 rev 94535 built on 2019-09-09
// Device information: 
//  DeviceId: 00B44113
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.3.5
//  Hardware Version: 1.1.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	Acc_X	Acc_Y	Acc_Z	Gyr_X	Gyr_Y	Gyr_Z	Mat[1][1]	Mat[2][1]	Mat[3][1]	Mat[1][2]	Mat[2][2]	Mat[3][2]	Mat[1][3]	Mat[2][3]	Mat[3][3]
42075	9.668938	-0.386337	-1.701497	0.005097	0.000937	-0.004974	-0.150173	-0.094499	0.984133	-0.707787	0.705277	-0.040282	-0.690280	-0.702606	-0.172799
42076	9.667156	-0.418478	-1.689617	0.006354	-0.000296	-0.002147	-0.150198	-0.094506	0.984129	-0.707782	0.705281	-0.040293	-0.690279	-0.702600	-0.172821
42077	9.646515	-0.362181	-1.690069	0.009084	0.004981	-0.004568	-0.150168	-0.094495	0.984134	-0.707801	0.705262	-0.040284	-0.690266	-0.702621	-0.172791
42078	9.641039	-0.428240	-1.720581	0.004543	0.002042	-0.000430	-0.150188	-0.094473	0.984133	-0.707781	0.705281	-0.040310	-0.690282	-0.702605	-0.172791
42079	9.662275	-0.377155	-1.678721	0.008310	0.001928	-0.006775	-0.150163	-0.094497	0.984135	-0.707796	0.705267	-0.040278	-0.690272	-0.702615	-0.172790
42080	9.651723	-0.402231	-1.699391	0.004469	0.000656	-0.002680	-0.150177	-0.094502	0.984132	-0.707779	0.705284	-0.040280	-0.690286	-0.702598	-0.172804
42081	9.651750	-0.402094	-1.699270	0.007055	0.001369	-0.002189	-0.150187	-0.094499	0.984131	-0.707782	0.705281	-0.040291	-0.690282	-0.702601	-0.172809
42082	9.646746	-0.361138	-1.688970	0.008383	0.003314	-0.004524	-0.150170	-0.094498	0.984134	-0.707795	0.705269	-0.040282	-0.690272	-0.702614	-0.172796
42083	9.658710	-0.410091	-1.720638	0.007055	0.001368	-0.002188	-0.150182	-0.094495	0.984132	-0.707795	0.705267	-0.040293	-0.690269	-0.702616	-0.172802
42084	9.676192	-0.392846	-1.721530	0.007682	0.001647	-0.004481	-0.150177	-0.094506	0.984132	-0.707804	0.705260	-0.040284	-0.690262	-0.702622	-0.172805
42085	9.636280	-0.386090	-1.709198	0.006427	0.001089	0.000105	-0.150207	-0.094487	0.984129	-0.707797	0.705265	-0.040317	-0.690262	-0.702619	-0.172814
42086	9.646911	-0.360567	-1.688148	0.008383	0.003312	-0.004524	-0.150190	-0.094486	0.984132	-0.707810	0.705252	-0.040309	-0.690252	-0.702632	-0.172800
42087	9.652020	-0.401031	-1.697989	0.006981	-0.000019	-0.004437	-0.150196	-0.094508	0.984129	-0.707813	0.705249	-0.040299	-0.690247	-0.702632	-0.172820
42088	9.652062	-0.400715	-1.697825	0.004541	0.002936	-0.004136	-0.150184	-0.094507	0.984131	-0.707799	0.705264	-0.040287	-0.690265	-0.702617	-0.172812
42089	9.629612	-0.376719	-1.686471	0.006426	0.001983	-0.003601	-0.150182	-0.094508	0.984131	-0.707797	0.705267	-0.040284	-0.690267	-0.702614	-0.172811
42090	9.652167	-0.400196	-1.697348	0.006425	0.001983	-0.003601	-0.150180	-0.094510	0.984131	-0.707795	0.705269	-0.040281	-0.690270	-0.702612	-0.172811
42091	9.652206	-0.400000	-1.697173	0.008310	0.001030	-0.003066	-0.150189	-0.094515	0.984129	-0.707804	0.705259	-0.040286	-0.690259	-0.702621	-0.172820
42092	9.669704	-0.382680	-1.697963	0.006497	0.004264	-0.005058	-0.150161	-0.094511	0.984134	-0.707805	0.705259	-0.040269	-0.690264	-0.702621	-0.172797
42093	9.652338	-0.399457	-1.696547	0.005169	0.002320	-0.002722	-0.150163	-0.094504	0.984134	-0.707793	0.705271	-0.040272	-0.690275	-0.702611	-0.172794
42094	9.659241	-0.407719	-1.718219	0.007054	0.001367	-0.002187	-0.150175	-0.094500	0.984133	-0.707794	0.705270	-0.040284	-0.690272	-0.702613	-0.172800
42095	9.667897	-0.383691	-1.751924	0.008238	-0.001251	-0.001608	-0.150208	-0.094511	0.984127	-0.707802	0.705261	-0.040302	-0.690257	-0.702620	-0.172831
42096	9.643772	-0.423121	-1.662419	0.007125	0.003647	-0.003644	-0.150195	-0.094501	0.984130	-0.707805	0.705258	-0.040300	-0.690257	-0.702624	-0.172814
42097	9.669900	-0.381821	-1.697039	0.006981	-0.000021	-0.004435	-0.150201	-0.094523	0.984127	-0.707809	0.705254	-0.040290	-0.690251	-0.702625	-0.172834
42098	9.612548	-0.391943	-1.683681	0.006425	0.001981	-0.003600	-0.150200	-0.094525	0.984127	-0.707807	0.705256	-0.040288	-0.690253	-0.702623	-0.172834
42099	9.685624	-0.396694	-1.685935	0.007053	0.001366	-0.002186	-0.150212	-0.094521	0.984125	-0.707808	0.705254	-0.040300	-0.690249	-0.702625	-0.172840
42100	9.643804	-0.391337	-1.728061	0.008381	0.003309	-0.004522	-0.150195	-0.094520	0.984128	-0.707821	0.705242	-0.040291	-0.690240	-0.702638	-0.172827
42101	9.652630	-0.398048	-1.695219	0.006353	-0.000300	-0.002142	-0.150220	-0.094527	0.984123	-0.707815	0.705247	-0.040303	-0.690240	-0.702632	-0.172849
42102	9.643861	-0.391050	-1.727809	0.007053	0.001366	-0.002186	-0.150232	-0.094523	0.984122	-0.707815	0.705246	-0.040315	-0.690237	-0.702633	-0.172855
42103	9.645831	-0.389370	-1.673028	0.003284	0.003270	-0.003258	-0.150222	-0.094514	0.984124	-0.707793	0.705269	-0.040308	-0.690263	-0.702611	-0.172844
42104	9.652776	-0.397610	-1.694488	0.008453	0.004696	-0.002272	-0.150211	-0.094487	0.984128	-0.707803	0.705258	-0.040322	-0.690255	-0.702626	-0.172816
42105	9.652843	-0.397421	-1.694150	0.007681	0.001642	-0.004477	-0.150206	-0.094497	0.984128	-0.707809	0.705252	-0.040313	-0.690249	-0.702631	-0.172819
42106	9.668536	-0.412529	-1.683170	0.007053	0.001365	-0.002185	-0.150219	-0.094493	0.984127	-0.707810	0.705251	-0.040326	-0.690246	-0.702632	-0.172825
42107	9.654698	-0.364695	-1.705683	0.006424	0.001979	-0.003599	-0.150218	-0.094495	0.984127	-0.707809	0.705252	-0.040323	-0.690247	-0.702631	-0.172826
42108	9.628690	-0.405366	-1.670522	0.007752	0.003921	-0.005935	-0.150186	-0.094499	0.984131	-0.707819	0.705243	-0.040299	-0.690243	-0.702640	-0.172806
42109	9.637367	-0.381295	-1.704139	0.007610	-0.001529	0.000688	-0.150240	-0.094494	0.984123	-0.707819	0.705241	-0.040342	-0.690232	-0.702642	-0.172841
42110	9.661838	-0.403237	-1.660520	0.004538	0.003822	-0.007842	-0.150196	-0.094513	0.984128	-0.707810	0.705253	-0.040294	-0.690251	-0.702628	-0.172823
42111	9.675619	-0.419676	-1.704135	0.005653	-0.001966	-0.002097	-0.150231	-0.094533	0.984121	-0.707802	0.705260	-0.040304	-0.690251	-0.702618	-0.172862
42112	9.623692	-0.363726	-1.660178	0.007052	0.001364	-0.002184	-0.150243	-0.094529	0.984120	-0.707802	0.705259	-0.040316	-0.690248	-0.702619	-0.172868
42113	9.668804	-0.410996	-1.682004	0.007123	0.003644	-0.003642	-0.150232	-0.094519	0.984122	-0.707806	0.705256	-0.040315	-0.690247	-0.702624	-0.172853
42114	9.648117	-0.354656	-1.682502	0.008380	0.003305	-0.004520	-0.150215	-0.094518	0.984125	-0.707819	0.705243	-0.040306	-0.690238	-0.702637	-0.172839
42115	9.651516	-0.427561	-1.680242	0.005168	0.002316	-0.002721	-0.150218	-0.094510	0.984125	-0.707805	0.705257	-0.040311	-0.690251	-0.702624	-0.172837
42116	9.637670	-0.379808	-1.702758	0.005796	0.001702	-0.001306	-0.150234	-0.094498	0.984124	-0.707795	0.705266	-0.040329	-0.690258	-0.702617	-0.172840
42117	9.660267	-0.403323	-1.713485	0.006495	0.004257	-0.005056	-0.150206	-0.094493	0.984129	-0.707795	0.705267	-0.040312	-0.690264	-0.702616	-0.172817
42118	9.653480	-0.394670	-1.691165	0.008451	0.004694	-0.002271	-0.150195	-0.094467	0.984133	-0.707805	0.705256	-0.040326	-0.690256	-0.702631	-0.172790
42119	9.655321	-0.362084	-1.702706	0.005795	0.002591	-0.005012	-0.150181	-0.094474	0.984134	-0.707801	0.705260	-0.040309	-0.690263	-0.702625	-0.172785
42120	9.660484	-0.402629	-1.712425	0.007052	0.001363	-0.002183	-0.150193	-0.094470	0.984133	-0.707802	0.705260	-0.040321	-0.690260	-0.702627	-0.172791
42121	9.613690	-0.387314	-1.678227	0.005795	0.002590	-0.005012	-0.150176	-0.094476	0.984135	-0.707796	0.705266	-0.040302	-0.690269	-0.702620	-0.172783
