// General information: 
//  MT Manager version: 2019.2.0 
//  XDA version: 2019.2.0 build 3853 rev 94535 built on 2019-09-09
// Device information: 
//  DeviceId: 00B44058
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.3.5
//  Hardware Version: 1.1.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	Acc_X	Acc_Y	Acc_Z	Gyr_X	Gyr_Y	Gyr_Z	Mat[1][1]	Mat[2][1]	Mat[3][1]	Mat[1][2]	Mat[2][2]	Mat[3][2]	Mat[1][3]	Mat[2][3]	Mat[3][3]
02267	9.390173	-0.011880	2.637969	-0.001289	0.002608	0.004960	-0.236734	-0.127657	0.963151	0.467167	-0.884166	-0.002362	0.851887	0.449393	0.268949
02268	9.393702	-0.021019	2.615653	-0.003603	0.003312	0.006826	-0.236735	-0.127665	0.963150	0.467155	-0.884172	-0.002373	0.851894	0.449378	0.268954
02269	9.393618	-0.021696	2.615947	-0.002446	0.002959	0.005893	-0.236740	-0.127664	0.963149	0.467150	-0.884175	-0.002371	0.851895	0.449374	0.268958
02270	9.410713	-0.049411	2.629058	-0.001738	0.000834	0.007436	-0.236724	-0.127668	0.963153	0.467156	-0.884172	-0.002381	0.851896	0.449379	0.268945
02271	9.393541	-0.023075	2.616212	-0.002702	0.001025	0.006202	-0.236711	-0.127661	0.963157	0.467150	-0.884175	-0.002383	0.851903	0.449374	0.268930
02272	9.397071	-0.032258	2.593887	-0.001226	0.004701	0.006820	-0.236726	-0.127677	0.963151	0.467158	-0.884171	-0.002388	0.851894	0.449378	0.268952
02273	9.416698	-0.028971	2.622321	-0.003410	0.003150	0.004659	-0.236739	-0.127666	0.963149	0.467142	-0.884179	-0.002376	0.851900	0.449365	0.268958
02274	9.389654	-0.016509	2.639792	0.000702	0.004318	0.009289	-0.236739	-0.127699	0.963145	0.467172	-0.884163	-0.002397	0.851883	0.449387	0.268974
02275	9.393219	-0.025741	2.617342	-0.001801	-0.001261	0.005577	-0.236710	-0.127676	0.963155	0.467172	-0.884163	-0.002390	0.851891	0.449394	0.268937
02276	9.379778	-0.031656	2.670075	-0.003409	0.003150	0.004659	-0.236721	-0.127668	0.963153	0.467158	-0.884171	-0.002382	0.851896	0.449381	0.268943
02277	9.426267	-0.017498	2.593108	-0.000131	0.002254	0.004027	-0.236729	-0.127647	0.963154	0.467169	-0.884165	-0.002356	0.851888	0.449398	0.268940
02278	9.410155	-0.054225	2.630960	-0.003153	0.005083	0.004351	-0.236761	-0.127639	0.963147	0.467154	-0.884173	-0.002338	0.851887	0.449384	0.268965
02279	9.399146	-0.005453	2.610866	-0.002896	0.001184	0.008370	-0.236739	-0.127652	0.963151	0.467151	-0.884174	-0.002361	0.851895	0.449378	0.268952
02280	9.416246	-0.033304	2.623892	-0.001738	0.000832	0.007437	-0.236721	-0.127655	0.963155	0.467156	-0.884172	-0.002370	0.851897	0.449382	0.268937
02281	9.369478	-0.024706	2.613289	-0.000969	0.006633	0.006513	-0.236755	-0.127676	0.963144	0.467166	-0.884167	-0.002371	0.851882	0.449386	0.268977
02282	9.412433	-0.026080	2.647205	-0.003666	0.001215	0.004967	-0.236753	-0.127661	0.963146	0.467149	-0.884175	-0.002363	0.851892	0.449373	0.268968
02283	9.392711	-0.030608	2.619113	0.000126	-0.001646	0.008046	-0.236709	-0.127659	0.963157	0.467171	-0.884164	-0.002375	0.851892	0.449397	0.268928
02284	9.389057	-0.022713	2.641868	-0.003152	0.005083	0.004352	-0.236737	-0.127652	0.963151	0.467157	-0.884171	-0.002360	0.851892	0.449384	0.268949
02285	9.382741	-0.045656	2.649672	-0.000324	0.002413	0.006196	-0.236736	-0.127651	0.963152	0.467171	-0.884164	-0.002355	0.851885	0.449399	0.268948
02286	9.392520	-0.032438	2.619777	-0.001738	0.000831	0.007437	-0.236715	-0.127653	0.963157	0.467176	-0.884161	-0.002366	0.851888	0.449404	0.268931
02287	9.392470	-0.033165	2.619945	-0.001482	0.002764	0.007129	-0.236712	-0.127663	0.963156	0.467183	-0.884158	-0.002373	0.851885	0.449408	0.268933
02288	9.385181	-0.016690	2.665394	-0.002252	0.002797	0.003727	-0.236730	-0.127643	0.963154	0.467175	-0.884162	-0.002349	0.851884	0.449406	0.268939
02289	9.392376	-0.034408	2.620267	-0.000068	-0.001488	0.010214	-0.236677	-0.127660	0.963165	0.467201	-0.884148	-0.002383	0.851884	0.449428	0.268901
02290	9.421876	-0.017302	2.618483	-0.005079	0.005467	0.001883	-0.236723	-0.127637	0.963157	0.467165	-0.884167	-0.002350	0.851891	0.449397	0.268931
02291	9.368830	-0.030961	2.615546	-0.001161	0.006789	0.008682	-0.236748	-0.127678	0.963145	0.467178	-0.884160	-0.002372	0.851877	0.449399	0.268972
02292	9.398279	-0.013925	2.613954	-0.003666	0.001214	0.004968	-0.236742	-0.127663	0.963149	0.467162	-0.884169	-0.002366	0.851888	0.449386	0.268959
02293	9.411719	-0.033110	2.649666	-0.001482	0.002762	0.007130	-0.236740	-0.127672	0.963148	0.467168	-0.884165	-0.002374	0.851885	0.449390	0.268961
02294	9.394545	-0.006755	2.636995	-0.001482	0.002762	0.007130	-0.236737	-0.127679	0.963148	0.467174	-0.884162	-0.002379	0.851882	0.449395	0.268963
02295	9.378358	-0.019781	2.586590	-0.002445	0.002955	0.005895	-0.236743	-0.127678	0.963147	0.467170	-0.884164	-0.002377	0.851883	0.449390	0.268967
02296	9.418704	-0.052030	2.605274	-0.002251	0.002796	0.003727	-0.236759	-0.127658	0.963145	0.467162	-0.884169	-0.002353	0.851883	0.449388	0.268972
02297	9.397928	-0.017006	2.615199	-0.001482	0.002761	0.007130	-0.236757	-0.127667	0.963144	0.467169	-0.884165	-0.002360	0.851880	0.449392	0.268974
02298	9.391615	-0.040218	2.622910	-0.001676	0.002920	0.009298	-0.236749	-0.127700	0.963142	0.467180	-0.884159	-0.002391	0.851876	0.449394	0.268983
02299	9.414884	-0.045632	2.628589	-0.003666	0.001214	0.004968	-0.236744	-0.127683	0.963146	0.467163	-0.884168	-0.002383	0.851887	0.449381	0.268970
02300	9.397721	-0.019223	2.615928	-0.000260	0.004501	0.008058	-0.236752	-0.127706	0.963141	0.467181	-0.884158	-0.002394	0.851875	0.449394	0.268988
02301	9.414730	-0.047007	2.629117	-0.002703	0.001020	0.006203	-0.236739	-0.127699	0.963145	0.467175	-0.884162	-0.002396	0.851881	0.449390	0.268974
02302	9.374304	-0.015938	2.610760	0.000381	0.000282	0.007740	-0.236714	-0.127700	0.963151	0.467198	-0.884149	-0.002402	0.851876	0.449414	0.268952
02303	9.397580	-0.021344	2.616416	-0.003602	0.003305	0.006829	-0.236718	-0.127709	0.963149	0.467186	-0.884156	-0.002412	0.851881	0.449399	0.268959
02304	9.418209	-0.057677	2.606943	-0.001739	0.000826	0.007438	-0.236698	-0.127714	0.963153	0.467192	-0.884153	-0.002424	0.851884	0.449403	0.268944
02305	9.366924	-0.000860	2.656531	0.001285	0.003831	0.002789	-0.236725	-0.127689	0.963149	0.467212	-0.884142	-0.002382	0.851865	0.449431	0.268956
02306	9.420719	-0.027650	2.622554	-0.003666	0.001213	0.004968	-0.236719	-0.127670	0.963153	0.467194	-0.884151	-0.002373	0.851876	0.449418	0.268943
02307	9.394642	-0.054489	2.602302	-0.003086	0.007171	0.006214	-0.236759	-0.127691	0.963141	0.467185	-0.884156	-0.002376	0.851870	0.449402	0.268987
02308	9.423145	0.001937	2.638481	-0.001740	0.000825	0.007438	-0.236740	-0.127696	0.963145	0.467191	-0.884153	-0.002388	0.851873	0.449407	0.268972
02309	9.397157	-0.024924	2.617903	-0.001546	0.000667	0.005270	-0.236728	-0.127679	0.963150	0.467192	-0.884152	-0.002378	0.851875	0.449414	0.268954
02310	9.426711	-0.007814	2.616035	-0.002703	0.001019	0.006203	-0.236718	-0.127673	0.963153	0.467187	-0.884155	-0.002379	0.851881	0.449409	0.268943
02311	9.397080	-0.026155	2.618168	-0.002445	0.002952	0.005896	-0.236723	-0.127672	0.963152	0.467182	-0.884158	-0.002377	0.851882	0.449405	0.268947
02312	9.397004	-0.026818	2.618435	-0.001481	0.002758	0.007131	-0.236720	-0.127684	0.963151	0.467190	-0.884154	-0.002387	0.851879	0.449409	0.268950
02313	9.416670	-0.023625	2.646684	-0.001546	0.000667	0.005270	-0.236709	-0.127667	0.963156	0.467191	-0.884153	-0.002376	0.851881	0.449416	0.268932
02314	9.383436	-0.009464	2.583323	-0.001223	0.004691	0.006824	-0.236725	-0.127678	0.963151	0.467198	-0.884149	-0.002376	0.851873	0.449420	0.268951
02315	9.433574	-0.051944	2.660142	-0.003666	0.001212	0.004968	-0.236720	-0.127661	0.963154	0.467181	-0.884158	-0.002369	0.851883	0.449407	0.268939
