// General information: 
//  MT Manager version: 2019.2.0 
//  XDA version: 2019.2.0 build 3853 rev 94535 built on 2019-09-09
// Device information: 
//  DeviceId: 00B43F80
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.3.5
//  Hardware Version: 1.1.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	Acc_X	Acc_Y	Acc_Z	Gyr_X	Gyr_Y	Gyr_Z	Mat[1][1]	Mat[2][1]	Mat[3][1]	Mat[1][2]	Mat[2][2]	Mat[3][2]	Mat[1][3]	Mat[2][3]	Mat[3][3]
02267	9.516287	-0.663510	2.203277	0.001504	0.002804	0.002009	-0.221530	0.082660	0.971644	-0.607434	-0.791174	-0.071185	0.762855	-0.605979	0.225480
02268	9.521553	-0.717105	2.191977	0.001962	-0.000678	0.008787	-0.221552	0.082636	0.971641	-0.607438	-0.791168	-0.071220	0.762846	-0.605991	0.225481
02269	9.541058	-0.680702	2.185519	0.003730	-0.002571	0.004561	-0.221531	0.082631	0.971646	-0.607436	-0.791171	-0.071210	0.762854	-0.605988	0.225462
02270	9.524631	-0.713954	2.225871	0.001855	0.000026	0.006748	-0.221546	0.082627	0.971643	-0.607445	-0.791162	-0.071225	0.762842	-0.606000	0.225470
02271	9.492089	-0.668514	2.205647	0.005394	-0.001803	0.005851	-0.221540	0.082621	0.971645	-0.607426	-0.791177	-0.071221	0.762859	-0.605981	0.225464
02272	9.520777	-0.699963	2.206686	0.003730	-0.002572	0.004561	-0.221521	0.082619	0.971649	-0.607426	-0.791178	-0.071211	0.762864	-0.605980	0.225447
02273	9.499770	-0.699074	2.243314	0.003437	0.000833	0.004619	-0.221529	0.082637	0.971646	-0.607428	-0.791177	-0.071201	0.762860	-0.605979	0.225464
02274	9.569661	-0.714077	2.186311	-0.001391	-0.001549	0.007586	-0.221536	0.082617	0.971646	-0.607461	-0.791149	-0.071232	0.762832	-0.606017	0.225454
02275	9.471776	-0.688339	2.226779	0.005369	-0.001138	0.007230	-0.221544	0.082605	0.971645	-0.607438	-0.791166	-0.071240	0.762848	-0.605997	0.225456
02276	9.519961	-0.682742	2.221628	0.005178	-0.000395	0.001772	-0.221525	0.082638	0.971647	-0.607433	-0.791173	-0.071200	0.762857	-0.605983	0.225461
02277	9.523784	-0.697884	2.240566	0.003571	-0.000536	0.005279	-0.221527	0.082643	0.971646	-0.607431	-0.791175	-0.071197	0.762858	-0.605980	0.225466
